# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
236.5471	15.4219	3.67	+0.06	β	28	Ser	67.0	-45.0
130.8979	-33.1864	3.68	-0.18	α		Pyx	-11.0	11.0
190.4150	-1.4494	3.68		γ	29	Vir	-565.0	12.0
231.9571	29.1058	3.68	+0.28	β	3	CrB	-179.0	86.0
325.0229	-16.6622	3.68	+0.32	γ	40	Cap	190.0	-23.0
49.8792	-21.7578	3.69	+1.62	τ⁴	16	Eri	52.0	33.0
72.8017	5.6050	3.69	-0.17	π⁴	3	Ori	-1.0	1.0
146.3117	-62.5078	3.69	+1.22				-14.0	7.0
349.2912	3.2822	3.69	+0.92	γ	6	Psc	762.0	17.0
28.9896	-51.6089	3.70	+0.85	χ		Eri	681.0	292.0
56.2188	24.1133	3.70	-0.11		17	Tau	19.0	-46.0
269.4412	29.2478	3.70	+0.94	ξ	92	Her	84.0	-17.0
89.1013	-14.1678	3.71	+0.33	η	16	Lep	-42.0	139.0
176.5125	47.7794	3.71	+1.18	χ	63	UMa	-137.0	30.0
237.7042	4.4778	3.71	+0.15	ε	37	Ser	128.0	63.0
298.8283	6.4067	3.71	+0.86	β	60	Aql	48.0	-482.0
73.5629	2.4406	3.72	-0.18	π⁵	8	Ori	0.0	0.0
89.8817	54.2847	3.72	+1.00	δ	33	Aur	81.0	-125.0
221.5621	1.8928	3.72	-0.01		109	Vir	-114.0	-26.0
316.2329	43.9278	3.72	+1.65	ξ	62	Cyg	8.0	1.0
318.6979	38.0456	3.72	+0.39	τ	65	Cyg	160.0	435.0
27.8650	-10.3350	3.73	+1.14	ζ	55	Cet	41.0	-39.0
53.2325	-9.4583	3.73	+0.88	ε	18	Eri	-974.0	21.0
118.0542	-40.5758	3.73	+1.04				-10.0	3.0
271.8375	9.5639	3.73	+0.12		72	Oph	-60.0	80.0
51.7925	9.7328	3.74	-0.09	ξ	2	Tau	60.0	-39.0
321.6667	-22.4114	3.74	+1.00	ζ	34	Cap	1.0	23.0
343.1538	-7.5797	3.74	+1.64	λ	73	Aqr	11.0	37.0
75.6196	41.0758	3.75	+1.22	ζ	8	Aur	9.0	-22.0
136.0387	-47.0978	3.75	+1.20				-44.0	-13.0
245.4800	19.1531	3.75	+0.27	γ	20	Her	-47.0	43.0
266.9733	2.7072	3.75	+0.04	γ	62	Oph	-22.0	-74.0
268.3821	56.8728	3.75	+1.18	ξ	32	Dra	94.0	80.0
337.2929	58.4153	3.75	+0.60	δ	27	Cep	15.0	1.0
42.6742	55.8956	3.76	+1.68	η	15	Per	17.0	-14.0
65.7338	17.5425	3.76	+0.98	δ¹	61	Tau	107.0	-30.0
83.4062	-62.4897	3.76	+0.82	β		Dor	2.0	9.0
252.4463	-59.0414	3.76	+1.57	η		Ara	38.0	-28.0
325.3687	-77.3900	3.76	+1.00	ν		Oct	45.0	-240.0
331.7529	25.3450	3.76	+0.44	ι	24	Peg	298.0	25.0
56.2983	42.5786	3.77	+0.42	ν	41	Per	-14.0	-2.0
126.4342	-66.1369	3.77	+1.13	β		Vol	-36.0	-155.0
286.1708	-21.7417	3.77	+1.01	ο	39	Sgr	80.0	-60.0
289.2758	53.3686	3.77	+0.96	κ	1	Cyg	59.0	125.0
309.9096	15.9119	3.77	-0.06	α	9	Del	66.0	-2.0
311.9192	-9.4958	3.77	0.00	ε	2	Aqr	35.0	-34.0
337.8229	50.2825	3.77	+0.01	α	7	Lac	138.0	19.0
107.1871	-70.4989	3.78	+1.04	γ²		Vol	23.0	106.0
163.3733	-58.8533	3.78	+0.95				67.0	30.0
106.0271	20.5703	3.79	+0.79	ζ	43	Gem	-9.0	0.0
111.4317	27.7981	3.79	+1.03	ι	60	Gem	-123.0	-86.0
292.4262	51.7297	3.79	+0.14	ι²	10	Cyg	20.0	130.0
303.4079	46.7414	3.79	+1.28		31	Cyg	4.0	3.0
47.3742	44.8572	3.80	+0.98	κ	27	Per	177.0	-157.0
147.7475	59.0386	3.80	+0.29	υ	29	UMa	-293.0	-151.0
154.9942	19.8406	3.80		γ²	41	Leo	312.0	-169.0
233.7004	10.5375	3.80	+0.26	δ	13	Ser	-74.0	-5.0
233.7004	10.5392	3.80	+0.26	δ	13	Ser	-74.0	12.0
264.8662	46.0064	3.80	-0.18	ι	85	Her	-5.0	5.0
84.6867	-2.6000	3.81	-0.24	σ	48	Ori	2.0	1.0
87.8304	-20.8792	3.81	+0.99	δ	15	Lep	227.0	-649.0
156.5225	-16.8364	3.81	+1.48	μ	42	Hya	-128.0	-80.0
68.8875	-30.5622	3.82	+0.98	υ²	52	Eri	-45.0	-12.0
139.7113	36.8025	3.82	+0.06		38	Lyn	-30.0	-122.0
156.9696	-58.7394	3.82	+0.31				-13.0	0.0
247.7283	1.9839	3.82	+0.01	λ	10	Oph	-27.0	-73.0
296.8471	18.5342	3.82	+1.41	δ	7	Sge	7.0	8.0
354.3913	46.4581	3.82	+1.01	λ	16	And	162.0	-421.0
56.0796	32.2883	3.83	+0.05	ο	38	Per	7.0	-11.0
163.3279	34.2150	3.83	+1.04		46	LMi	87.0	-278.0
209.5679	-42.1008	3.83	-0.21	φ		Cen	-24.0	-21.0
221.9650	-79.0447	3.83	+1.43	α		Aps	-12.0	-15.0
271.8858	28.7625	3.83	-0.03	ο	103	Her	1.0	9.0
297.0433	70.2678	3.83	+0.89	ε	63	Dra	82.0	37.0
67.1438	15.9622	3.84	+0.95	θ¹	77	Tau	103.0	-27.0
130.1567	-46.6489	3.84	+0.71				0.0	3.0
133.7617	-60.6447	3.84	-0.10				-21.0	38.0
159.3254	-48.2258	3.84	+0.30				-155.0	-17.0
172.8508	69.3311	3.84	+1.62	λ	1	Dra	-39.0	-17.0
235.6858	26.2956	3.84	0.00	γ	8	CrB	-105.0	45.0
275.9246	21.7697	3.84	+1.18		109	Her	196.0	-242.0
335.4142	-1.3872	3.84	-0.05	γ	48	Aqr	132.0	7.0
56.0500	-64.8069	3.85	+1.13	β		Ret	313.0	76.0
86.8212	-51.0664	3.85	+0.17	β		Pic	11.0	85.0
95.5283	-33.4364	3.85	+0.88	δ		Col	-24.0	-55.0
108.7029	-26.7728	3.85	-0.17	ω	28	CMa	-8.0	6.0
153.6842	-42.1219	3.85	+0.05				-145.0	45.0
158.2029	9.3067	3.85	-0.14	ρ	47	Leo	-7.0	-3.0
239.1133	15.6617	3.85	+0.48	γ	41	Ser	312.0	-1281.0
243.8596	-63.6856	3.85	+1.11	δ		TrA	2.0	-11.0
278.8017	-8.2442	3.85	+1.33	α		Sct	-15.0	-312.0
63.5004	-42.2944	3.86	+1.10	α		Hor	46.0	-209.0
189.4258	-48.5411	3.86	+0.05	τ		Cen	-184.0	-5.0
269.0633	37.2506	3.86	+1.35	θ	91	Her	4.0	6.0
273.4408	-21.0589	3.86	+0.23	μ	13	Sgr	2.0	1.0
14.1883	38.4994	3.87	+0.13	μ	37	And	152.0	33.0
48.0179	-28.9869	3.87	+0.52	α		For	339.0	640.0
56.4567	24.3678	3.87	-0.07		20	Tau	20.0	-46.0
69.5450	-14.3039	3.87	+1.09		53	Eri	-75.0	-156.0
82.8029	-35.4706	3.87	+1.14	ε		Col	22.0	-35.0
103.5329	-24.1839	3.87	+1.73	ο¹	16	CMa	-8.0	13.0
188.1167	-72.1331	3.87	-0.15	γ		Mus	-58.0	-2.0
188.3708	69.7883	3.87	-0.13	κ	5	Dra	-59.0	12.0
209.6700	-44.8036	3.87	-0.20	υ¹		Cen	-25.0	-24.0
227.9838	-48.7378	3.87	-0.05	κ¹		Lup	-95.0	-49.0
2.3529	-45.7475	3.88	+1.03	ε		Phe	124.0	-181.0
138.5912	2.3142	3.88	-0.06	θ	22	Hya	129.0	-310.0
148.1908	26.0069	3.88	+1.22	μ	24	Leo	-216.0	-56.0
202.7613	-39.4075	3.88	+1.17				-12.0	-15.0
220.7650	-5.6583	3.88	+0.38	μ	107	Vir	109.0	-316.0
239.2212	-29.2142	3.88	-0.20	ρ	5	Sco	-13.0	-25.0
44.1071	-8.8981	3.89	+1.11	η	3	Eri	79.0	-220.0
170.2517	-54.4911	3.89	-0.15	π		Cen	-36.0	-6.0
184.9767	-0.6669	3.89	+0.02	η	15	Vir	-63.0	-18.0
244.9350	46.3133	3.89	-0.15	τ	22	Her	-11.0	40.0
248.3625	-78.8972	3.89	+0.91	γ		Aps	-131.0	-76.0
299.0767	35.0833	3.89	+1.02	η	21	Cyg	-32.0	-27.0
126.4150	-3.9064	3.90	-0.02				-66.0	-23.0
298.1183	1.0056	3.90	+0.89	η	55	Aql	11.0	-7.0
347.5900	-45.2467	3.90	+1.02	ι		Gru	136.0	-30.0
60.7892	5.9892	3.91	+0.03	ν	38	Tau	5.0	-3.0
131.5071	-46.0417	3.91	0.00				-1.0	0.0
144.9642	-1.1428	3.91	+1.32	ι	35	Hya	49.0	-64.0
167.1475	-58.9750	3.91	+1.23				-7.0	0.0
187.0100	-50.2306	3.91	-0.19	σ		Cen	-30.0	-15.0
233.8817	-14.7894	3.91	+1.01	γ	38	Lib	65.0	9.0
17.0963	-55.2458	3.92	-0.08	ζ		Phe	19.0	25.0
255.0725	30.9264	3.92	-0.01	ε	58	Her	-47.0	28.0
318.9558	5.2478	3.92	+0.53	α	8	Equ	59.0	-88.0
69.0796	-3.3525	3.93	-0.21	ν	48	Eri	2.0	-5.0
115.3117	-9.5511	3.93	+1.02	α	26	Mon	-73.0	-19.0
290.4183	-17.8472	3.93	+0.22	ρ¹	44	Sgr	-24.0	24.0
6.5508	-43.6800	3.94	+0.17	κ		Phe	109.0	29.0
131.1712	18.1542	3.94	+1.08	δ	47	Cnc	-18.0	-228.0
170.9812	10.5292	3.94	+0.41	ι	78	Leo	168.0	-75.0
314.2933	41.1672	3.94	+0.02	ν	58	Cyg	12.0	-16.0
22.8129	-49.0728	3.95	+0.99	δ		Phe	142.0	151.0
43.5646	52.7625	3.95	+0.74	τ	18	Per	0.0	-5.0
99.1708	-19.2558	3.95	+1.06	ν²	7	CMa	59.0	-62.0
115.4550	-72.6061	3.95	+1.04	ζ		Vol	30.0	18.0
200.9850	54.9217	3.95	+0.13	ζ	79	UMa	119.0	-28.0
237.7396	-33.6272	3.95	-0.04	χ	5	Lup	-6.0	-30.0
341.6329	23.5656	3.95	+1.07	λ	47	Peg	58.0	-10.0
66.0092	-34.0169	3.96	+1.49		43	Eri	69.0	51.0
89.7867	-42.8153	3.96	+1.14	η		Col	22.0	-14.0
102.4604	-32.5086	3.96	-0.23	κ	13	CMa	-7.0	4.0
115.9521	-28.9547	3.96	+0.18		3	Pup	2.0	5.0
182.9129	-52.3686	3.96	-0.15	ρ		Cen	-35.0	-16.0
241.7017	-20.6692	3.96	-0.04	ω¹	9	Sco	-9.0	-21.0
300.1479	-72.9106	3.96	-0.03	ε		Pav	74.0	-132.0
87.8725	39.1486	3.97	+1.13	ν	32	Aur	-5.0	7.0
130.0258	-35.3083	3.97	+0.94	β		Pyx	12.0	-22.0
135.1600	41.7828	3.97	+0.44				-440.0	-246.0
137.8192	-62.3172	3.97	-0.18				-43.0	9.0
270.1612	2.9317	3.97	+0.02		67	Oph	2.0	-8.0
290.9717	-40.6161	3.97	-0.10	α		Sgr	30.0	-123.0
337.3175	-43.4956	3.97	+1.03	δ¹		Gru	28.0	-5.0
350.7425	-20.1006	3.97	+1.10		98	Aqr	-120.0	-96.0
30.8587	72.4214	3.98	-0.01		50	Cas	-45.0	22.0
93.7137	-6.2747	3.98	+1.32	γ	5	Mon	-8.0	-19.0
109.2075	-67.9572	3.98	+0.79	δ		Vol	-7.0	5.0
303.8679	47.7144	3.98	+1.52		32	Cyg	1.0	8.0
349.3575	-58.2358	3.99	+0.40	γ		Tuc	-29.0	79.0
30.0013	-21.0778	4.00	+1.57	υ	59	Cet	135.0	-24.0
43.4704	-49.8903	4.00	+2.11				135.0	14.0
135.6117	-66.3961	4.00	+0.14	α		Vol	-2.0	-96.0
156.0987	-74.0317	4.00	+0.35				-21.0	-26.0
220.4900	-37.7936	4.00	-0.17				-23.0	-32.0
34.3287	33.8472	4.01	+0.02	γ	9	Tri	47.0	-51.0
132.6329	-27.7100	4.01	+1.27	γ		Pyx	-130.0	87.0
201.3063	54.9881	4.01	+0.16		80	UMa	118.0	-16.0
240.4721	58.5653	4.01	+0.52	θ	13	Dra	-320.0	335.0
242.9988	-19.4606	4.01	+0.04	ν	14	Sco	-10.0	-23.0
280.7588	-71.4281	4.01	+1.14	ζ		Pav	-5.0	-156.0
290.6596	-44.4589	4.01	-0.10	β¹		Sgr	9.0	-20.0
307.3487	30.3686	4.01	+0.40		41	Cyg	7.0	0.0
342.3979	-13.5925	4.01	+1.57	τ²	71	Aqr	-12.0	-38.0
359.8279	6.8633	4.01	+0.42	ω	28	Psc	153.0	-115.0
71.3754	-3.2547	4.02	-0.15	μ	57	Eri	16.0	-13.0
131.6742	28.7600	4.02	+1.01	ι	48	Cnc	-25.0	-42.0
182.1033	-24.7289	4.02	+0.32	α	1	Crv	86.0	-40.0
244.9600	-50.1556	4.02	+1.08	γ²		Nor	-155.0	-53.0
284.9058	15.0683	4.02	+1.08	ε	13	Aql	-51.0	-73.0
285.4200	-5.7389	4.02	+1.09		12	Aql	-19.0	-33.0
323.4954	45.5919	4.02	+0.89	ρ	73	Cyg	-23.0	-94.0
338.8392	-0.1175	4.02	-0.09	η	62	Aqr	91.0	-56.0
75.8546	60.4422	4.03	+0.92	β	10	Cam	-6.0	-16.0
176.4650	6.5294	4.03	+1.51	ν	3	Vir	-18.0	-184.0
193.6483	-57.1778	4.03	-0.17	μ¹		Cru	-33.0	-6.0
271.3637	2.4994	4.03	+0.86		70	Oph	266.0	-1093.0
308.3033	11.3033	4.03	-0.13	ε	2	Del	13.0	-22.0
59.7413	35.7911	4.04	+0.01	ξ	46	Per	2.0	0.0
62.1654	47.7125	4.04	-0.03		48	Per	21.0	-30.0
62.9663	-6.8375	4.04	+0.33	ο¹	38	Eri	10.0	82.0
184.6088	-64.0031	4.04	-0.17	ζ		Cru	-50.0	-10.0
283.8338	43.9461	4.04	+1.59		13	Lyr	23.0	83.0
47.2667	49.6133	4.05	+0.59	ι		Per	1263.0	-91.0
170.2842	6.0294	4.05	-0.06	σ	77	Leo	-92.0	-12.0
215.1392	-37.8853	4.05	-0.03	ψ		Cen	-63.0	-12.0
216.2992	51.8508	4.05	+0.50	θ	23	Boo	-236.0	-397.0
219.4717	-49.4258	4.05	-0.15	ρ		Lup	-24.0	-31.0
220.9142	-35.1736	4.05	+1.35				-64.0	-180.0
227.2108	-45.2797	4.05	-0.18	λ		Lup	-16.0	-19.0
11.8346	24.2672	4.06	+1.12	ζ	34	And	-100.0	-83.0
113.9804	26.8958	4.06	+1.54	υ	69	Gem	-34.0	-106.0
254.8963	-53.1606	4.06	+1.45	ε¹		Ara	4.0	17.0
25.9150	50.6886	4.07	-0.04	φ		Per	26.0	-14.0
39.8708	0.3286	4.07	-0.22	δ	82	Cet	14.0	-4.0
74.0929	13.5144	4.07	+1.15	ο²	9	Ori	-74.0	-47.0
103.5475	-12.0386	4.07	+1.43	θ	14	CMa	-137.0	-13.0
124.6317	-76.9197	4.07	+0.39	α		Cha	110.0	108.0
131.1000	-42.6492	4.07	+0.87				-12.0	18.0
207.3692	15.7978	4.07	+1.52	υ	5	Boo	-95.0	42.0
229.3783	-58.8011	4.07	+0.09	β		Cir	-100.0	-137.0
316.4867	-17.2328	4.07	-0.01	θ	23	Cap	83.0	-60.0
143.6112	-59.2294	4.08	+0.01				-12.0	14.0
164.9437	-18.2989	4.08	+1.09	α	7	Crt	-460.0	130.0
171.2204	-17.6839	4.08	+0.21	γ	15	Crt	-98.0	4.0
214.0037	-6.0006	4.08	+0.52	ι	99	Vir	-4.0	-432.0
320.5217	19.8044	4.08	+1.11		1	Peg	106.0	64.0
325.8767	58.7800	4.08	+2.35	μ		Cep	3.0	-3.0
24.1992	41.4056	4.09	+0.54	υ	50	And	-171.0	-382.0
35.4371	-68.6594	4.09	+0.03	δ		Hyi	-50.0	2.0
45.5979	-23.6244	4.09	+0.16	τ³	11	Eri	-145.0	-54.0
84.2262	9.2906	4.09	+0.95	φ²	40	Ori	91.0	-305.0
237.1850	18.1417	4.09	+1.62	κ	35	Ser	-51.0	-88.0
40.1667	-39.8556	4.11	+1.02	ι		Eri	138.0	-32.0
39.8975	-68.2669	4.11	-0.06	ε		Hyi	86.0	-2.0
52.7183	12.9367	4.11	+1.12		5	Tau	20.0	-2.0
117.3096	-46.3733	4.11	-0.18				0.0	6.0
158.8671	-78.6078	4.11	+1.58	γ		Cha	-42.0	14.0
176.6283	-61.1783	4.11	+0.90				-27.0	-15.0
184.3921	-67.9608	4.11	+1.58	ε		Mus	-244.0	-25.0
234.1800	-66.3169	4.11	+1.17	ε		TrA	23.0	-55.0
287.3679	-37.9044	4.11	+0.04	α		CrA	84.0	-98.0
287.5071	-39.3408	4.11	+1.20	β		CrA	3.0	-38.0
312.9554	-26.9192	4.11	+1.64	ω	18	Cap	-6.0	-1.0
337.4396	-43.7494	4.11	+1.57	δ²		Gru	-7.0	0.0
41.0500	49.2283	4.12	+0.49	θ	13	Per	336.0	-89.0
90.5958	9.6475	4.12	+0.16	μ	61	Ori	15.0	-28.0
105.9396	-15.6333	4.12	-0.12	γ	23	CMa	-2.0	-8.0
147.8696	-14.8467	4.12	+0.92	υ¹	39	Hya	17.0	-26.0
181.3021	8.7331	4.12	+0.98	ο	9	Vir	-220.0	46.0
345.2200	-52.7542	4.12	+0.98	ζ		Gru	-67.0	-14.0
277.2079	-49.0708	4.13	+1.02	ζ		Tel	144.0	-242.0
298.8154	-41.8683	4.13	+1.08	ι		Sgr	17.0	56.0
326.1613	25.6450	4.13	+0.43	κ	10	Peg	34.0	10.0
333.9925	37.7489	4.13	+1.46		1	Lac	13.0	4.0
354.9875	5.6264	4.13	+0.51	ι	17	Psc	378.0	-438.0
63.7246	48.4094	4.14	+0.95	μ	51	Per	5.0	-18.0
80.9867	-7.8081	4.14	+0.96		29	Ori	-15.0	-43.0
129.4112	-42.9892	4.14	+0.11				-6.0	8.0
233.2325	31.3592	4.14	-0.13	θ	4	CrB	-19.0	-11.0
311.5237	-25.2708	4.14	+0.43	ψ	16	Cap	-50.0	-157.0
355.1021	44.3339	4.14	-0.08	κ	19	And	83.0	-19.0
97.2408	20.2122	4.15	-0.13	ν	18	Gem	-7.0	-14.0
107.9663	-0.4928	4.15	-0.01	δ	22	Mon	-1.0	5.0
181.7204	-64.6136	4.15	+0.34	η		Cru	33.0	-37.0
238.4562	-16.7294	4.15	+1.02	θ	46	Lib	99.0	133.0
239.3971	26.8778	4.15	+1.23	ε	13	CrB	-76.0	-61.0
341.5137	-81.3817	4.15	+0.20	β		Oct	-67.0	-1.0
8.2500	62.9317	4.16	+0.14	κ	15	Cas	3.0	-3.0
91.0300	23.2633	4.16	+0.82		1	Gem	-8.0	-100.0
129.4142	5.7036	4.16	0.00	δ	4	Hya	-66.0	-7.0
249.0938	-35.2556	4.16	+1.57				22.0	0.0
334.2083	-7.7833	4.16	+0.98	θ	43	Aqr	121.0	-22.0
57.3637	-36.2003	4.17	+0.95				-46.0	-51.0
261.5925	-24.1753	4.17	+0.28		44	Oph	0.0	-116.0
340.1642	-27.0436	4.17	-0.11	ε	18	PsA	30.0	-1.0
56.5817	23.9483	4.18	-0.06		23	Tau	21.0	-45.0
112.2779	31.7844	4.18	+0.32	ρ	62	Gem	155.0	175.0
214.0958	46.0883	4.18	+0.08	λ	19	Boo	-187.0	161.0
207.3612	-34.4508	4.19	+1.50		2	Cen	-42.0	-57.0
213.2242	-10.2736	4.19	+1.33	κ	98	Vir	8.0	140.0
281.4154	20.5464	4.19	+0.46		110	Her	-8.0	-335.0
333.7583	57.0436	4.19	+0.28	ε	23	Cep	447.0	48.0
341.6733	12.1728	4.19	+0.50	ξ	46	Peg	235.0	-498.0
82.6963	5.9481	4.20	-0.14		32	Ori	12.0	-34.0
119.2146	-22.8800	4.20	+0.72		11	Pup	-26.0	9.0
248.5258	42.4369	4.20	-0.01	σ	35	Her	-11.0	46.0
52.2671	59.9403	4.21	+0.41				-3.0	-4.0
85.1900	-1.9428	4.21		ζ	50	Ori	4.0	-2.0
156.9708	36.7072	4.21	+0.90	β	31	LMi	-118.0	-101.0
343.9871	-32.5397	4.21	+0.97	δ	23	PsA	18.0	31.0
348.9729	-9.0878	4.21	+1.11	ψ¹	91	Aqr	372.0	-16.0
66.3421	22.2939	4.22	+0.13	κ¹	65	Tau	96.0	-48.0
275.1896	71.3378	4.22	-0.10	φ	43	Dra	-4.0	40.0
281.7938	-4.7478	4.22	+1.10	β		Sct	-4.0	-16.0
283.0542	-62.1875	4.22	-0.14	λ		Pav	-6.0	-14.0
307.3954	62.9942	4.22	+0.20	θ	2	Cep	44.0	-13.0
311.4154	30.7197	4.22	+1.05		52	Cyg	-10.0	28.0
321.6108	-65.3661	4.22	+0.49	γ		Pav	79.0	799.0
348.5808	-6.0489	4.22	+1.56	φ	90	Aqr	42.0	-196.0
5.0179	-64.8747	4.23	+0.58	ζ		Tuc	1705.0	1164.0
42.6463	38.3186	4.23	+0.34		16	Per	197.0	-105.0
54.1225	48.1928	4.23	-0.06	ψ	37	Per	24.0	-26.0
56.7121	-23.2497	4.23	+0.42	τ6	27	Eri	-158.0	-529.0
206.4217	-33.0439	4.23	+0.38		1	Cen	-462.0	-146.0
241.6479	-36.8022	4.23	-0.17	θ		Lup	-17.0	-29.0
247.8454	-34.7044	4.23	-0.16				-9.0	-17.0
251.4921	82.0372	4.23	+0.89	ε	22	UMi	17.0	6.0
297.6412	32.9142	4.23	+1.82	χ		Cyg	-27.0	-40.0
319.3542	39.3947	4.23	+0.12	σ	67	Cyg	1.0	-3.0
326.6983	49.3094	4.23	-0.12	π²	81	Cyg	4.0	-2.0
118.3258	-48.1031	4.24	-0.14				4.0	1.0
250.7692	-77.5175	4.24	+1.06	β		Aps	-287.0	-350.0
304.4121	-12.5083	4.24	+1.07	α¹	5	Cap	23.0	1.0
17.1863	86.2569	4.25	+1.21				76.0	-12.0
17.3758	47.2419	4.25	-0.07	φ	42	And	10.0	-9.0
36.7463	-47.7039	4.25	-0.14	κ		Eri	23.0	-10.0
41.0308	-13.8586	4.25	-0.14	π	89	Cet	-8.0	-15.0
64.0067	-51.4867	4.25	+0.30	γ		Dor	106.0	182.0
69.1725	41.2647	4.25	+1.22		58	Per	-5.0	-16.0
68.9137	10.1608	4.25	+0.18		88	Tau	55.0	-46.0
125.7088	43.1881	4.25	+1.55		31	Lyn	-21.0	-96.0
134.6217	11.8578	4.25	+0.14	α	65	Cnc	34.0	-31.0
156.7879	-31.0678	4.25	+1.45	α		Ant	-75.0	11.0
216.8812	75.6961	4.25	+1.44		5	UMi	9.0	23.0
26.3483	9.1578	4.26	+0.96	ο	110	Psc	73.0	48.0
89.9838	45.9369	4.26	+1.72	π	35	Aur	0.0	-5.0
184.5863	-79.3122	4.26	-0.12	β		Cha	-48.0	17.0
188.4354	41.3575	4.26	+0.59	β	8	CVn	-705.0	292.0
197.9683	27.8781	4.26	+0.57	β	43	Com	-801.0	882.0
210.4117	1.5444	4.26	+0.10	τ	93	Vir	18.0	-21.0
242.1925	44.9350	4.26	-0.07	φ	11	Her	-25.0	38.0
265.3537	-12.8753	4.26	+0.08	ο	56	Ser	-69.0	-52.0
41.2354	10.1142	4.27	+0.31	μ	87	Cet	284.0	-36.0
49.9821	-43.0697	4.27	+0.71				3043.0	725.0
53.4471	-21.6328	4.27	-0.11	τ⁵	19	Eri	48.0	-27.0
69.5396	12.5108	4.27	+0.12		90	Tau	103.0	-13.0
77.2867	-8.7542	4.27	-0.19	λ	69	Eri	2.0	-4.0
122.3721	-47.3458	4.27	-0.23	γ¹		Vel	-4.0	-5.0
193.3592	-40.1789	4.27	+0.21				63.0	-22.0
196.7275	-49.9061	4.27	-0.19	ξ²		Cen	-26.0	-12.0
229.6333	-47.8750	4.27	-0.08	μ		Lup	-26.0	-38.0
311.6646	16.1242	4.27	+1.04	γ²	12	Del	-32.0	-197.0
331.6092	-13.8697	4.27	-0.07	ι	33	Aqr	42.0	-56.0
15.7358	7.8900	4.28	+0.96	ε	71	Psc	-78.0	23.0
37.0396	8.4600	4.28	-0.06	ξ²	73	Cet	40.0	-9.0
54.2183	0.4017	4.28	+0.58		10	Tau	-233.0	-483.0
66.5771	22.8136	4.28	+0.26	υ	69	Tau	107.0	-46.0
70.5613	22.9569	4.28	-0.13	τ	94	Tau	-2.0	-16.0
115.8279	28.8836	4.28	+1.12	σ	75	Gem	65.0	-232.0
159.8267	-55.6033	4.28	+1.04				-19.0	5.0
178.2275	-33.9081	4.28	-0.10	β		Hya	-50.0	5.0
247.7846	-16.6128	4.28	+0.92	φ	8	Oph	-51.0	-35.0
320.5617	-16.8344	4.28	+0.90	ι	32	Cap	33.0	4.0
346.7200	-43.5206	4.28	+0.42	θ		Gru	-39.0	-23.0
351.9921	6.3789	4.28	+1.07	θ	10	Psc	-121.0	-45.0
61.6458	50.3514	4.29	+0.02	λ	47	Per	-15.0	-36.0
63.8838	8.8922	4.29	-0.06	μ	49	Tau	21.0	-24.0
66.3725	17.9281	4.29	+0.05	δ³	68	Tau	108.0	-28.0
73.5125	66.3428	4.29	+0.03	α	9	Cam	0.0	6.0
79.8937	-13.1767	4.29	-0.26	λ	6	Lep	-1.0	-3.0
144.2717	81.3264	4.29	+1.48				-19.0	-14.0
261.8388	-29.8669	4.29	+0.40		45	Oph	20.0	-139.0
264.1367	-38.6353	4.29	+1.09				-12.0	-201.0
290.8050	-44.7997	4.29	+0.34	β²		Sgr	97.0	-54.0
326.3621	61.1208	4.29	+0.52	ν	10	Cep	-3.0	-3.0
330.9475	64.6278	4.29	+0.34	ξ	17	Cep	209.0	85.0
332.4967	33.1783	4.29	+0.46	π²	29	Peg	-14.0	-21.0
337.8762	-32.3461	4.29	+0.01	β	17	PsA	65.0	-18.0
354.5342	43.2681	4.29	-0.10	ι	17	And	29.0	-1.0
56.3021	24.4672	4.30	-0.11		19	Tau	18.0	-45.0
130.8063	3.3986	4.30	-0.20	η	7	Hya	-19.0	-1.0
174.2371	-0.8239	4.30	+1.00	υ	91	Leo	4.0	43.0
283.6258	36.8989	4.30	+1.68	δ²	12	Lyr	-9.0	10.0
303.3496	56.5678	4.30	+0.11		33	Cyg	63.0	83.0
14.6517	-29.3575	4.31	-0.16	α		Scl	22.0	4.0
142.9300	22.9681	4.31	+1.54	λ	4	Leo	-21.0	-33.0
188.0175	-16.1961	4.31	+0.38	η	8	Crv	-426.0	-61.0
231.1225	37.3772	4.31	+0.31	μ¹	51	Boo	-146.0	87.0
70.1104	-19.6717	4.32	+1.61		54	Eri	21.0	-96.0
112.0408	8.9256	4.32	+1.43	γ	4	CMi	-62.0	17.0
131.5938	-13.5478	4.32	+0.90		12	Hya	16.0	-11.0
177.4213	-63.7883	4.32	-0.15				-21.0	6.0
216.7287	-83.6678	4.32	+1.31	δ		Oct	-105.0	-7.0
222.9100	-43.5756	4.32	-0.15	ο		Lup	-20.0	-27.0
236.0146	77.7944	4.32	+0.04	ζ	16	UMi	20.0	-1.0
241.8513	-20.8686	4.32	+0.84	ω²	10	Sco	41.0	-38.0
309.5846	-1.1053	4.32	+0.95		71	Aql	15.0	-22.0
17.7758	55.1497	4.33	+0.17	θ	33	Cas	229.0	-22.0
30.5117	2.7636	4.33	+0.03	α	113	Psc	33.0	-5.0
97.9637	-23.4183	4.33	-0.24	ξ¹	4	CMa	-6.0	12.0
