# ra	dec	mag	bv	bayer	flamsteed	constellation	pmra_mas	pmdec_mas
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
# pmra_mas is the PROJECTED motion cos(dec).d(ra)/dt, as the catalogue states it.
102.0512	55.7044	6.28	+0.47				58.0	-101.0
107.0554	33.8322	6.28	+1.34				-10.0	-30.0
113.5212	10.5683	6.28	-0.01				-5.0	-9.0
113.6646	-51.4747	6.28	+0.08				-6.0	-1.0
120.3812	-55.4550	6.28	-0.15				-17.0	-8.0
122.1021	-63.8011	6.28	-0.06				-17.0	2.0
128.4379	13.2572	6.28	+1.17				-29.0	-45.0
139.8858	-55.1867	6.28	-0.10				-4.0	0.0
141.4342	63.9408	6.28	+1.46				-8.0	-41.0
149.1938	-26.5503	6.28	+0.22				-114.0	6.0
153.0121	-28.6064	6.28	+0.01				-26.0	-14.0
159.0892	36.3269	6.28	+0.39		35	LMi	36.0	-37.0
161.2892	2.4881	6.28	+1.21		36	Sex	-51.0	-23.0
172.4312	56.7375	6.28	+0.15				-89.0	-34.0
180.1771	-21.8372	6.28	+1.22				28.0	6.0
183.8346	87.7000	6.28	+0.35				-28.0	54.0
197.4250	38.5339	6.28	-0.12		15	CVn	-16.0	3.0
198.3617	-18.8267	6.28	+0.09		54	Vir	-20.0	-17.0
201.8367	-49.3808	6.28	-0.12				11.0	10.0
211.1125	-14.9717	6.28	+1.08				-36.0	-19.0
211.1562	2.2975	6.28	+1.02				-30.0	-3.0
221.3071	32.7883	6.28	+1.58				45.0	-72.0
227.3563	-63.6428	6.28	+0.06				-15.0	-18.0
228.7113	-5.5028	6.28	+1.47				-18.0	5.0
229.5392	-41.0608	6.28	+0.18				28.0	7.0
230.1696	-67.4814	6.28	-0.09				-3.0	-8.0
230.5967	12.5675	6.28	-0.02		7	Ser	-4.0	-4.0
254.3792	25.3528	6.28	+0.90		57	Her	4.0	13.0
256.2721	-45.5017	6.28	+0.07				-31.0	-17.0
261.1129	36.9519	6.28	+0.88				-26.0	47.0
263.8954	-59.8461	6.28	-0.08				-7.0	-9.0
265.1717	31.2875	6.28	+1.05				-67.0	-73.0
270.3462	-17.1569	6.28	+1.80		6	Sgr	3.0	-5.0
271.7975	-21.4439	6.28	+0.12				4.0	0.0
277.5596	-5.7242	6.28	+0.95				4.0	-18.0
279.9650	7.3583	6.28	+0.96				7.0	-56.0
283.0296	41.3833	6.28	-0.09				-16.0	-1.0
295.9829	27.1356	6.28	+1.10				-9.0	4.0
299.7350	-30.5381	6.28	+1.05				90.0	-53.0
301.2221	68.0272	6.28	+1.65				-17.0	-12.0
310.3504	-26.0000	6.28	+1.22				-2.0	-29.0
312.9096	-62.4292	6.28	+0.15				76.0	-47.0
324.7754	-33.6792	6.28	+0.92				66.0	-51.0
326.6000	25.5633	6.28	+1.21				166.0	44.0
330.5496	-17.9036	6.28	+1.01				123.0	-60.0
339.1221	-40.5828	6.28	+0.12	σ¹		Gru	48.0	-70.0
341.8296	-34.1611	6.28	+1.16				-66.0	48.0
344.3867	3.8103	6.28	+1.12				70.0	29.0
345.3458	-22.7908	6.28	+0.13				26.0	-27.0
358.2700	2.0906	6.28	-0.01		25	Psc	22.0	-12.0
1.2658	-0.5031	6.29	+1.10				45.0	-60.0
15.8233	-29.5258	6.29	+0.93				-114.0	-30.0
17.3012	80.0117	6.29					-30.0	-38.0
20.9062	34.2458	6.29	+0.83				229.0	116.0
33.3383	74.0278	6.29	+0.91				48.0	-37.0
44.3046	-29.8553	6.29	+0.47				12.0	-5.0
52.8725	49.2097	6.29	+0.09				-5.0	1.0
54.1250	-78.3231	6.29	+1.15				-21.0	1.0
66.0508	-57.0714	6.29	+0.66				-98.0	-77.0
75.0550	-78.3003	6.29	+1.51				-23.0	-12.0
82.6808	22.4625	6.29	+1.18				43.0	-16.0
86.8112	42.5267	6.29	+1.35				9.0	-88.0
87.7350	51.5147	6.29	+1.05				167.0	-30.0
97.5125	-65.5683	6.29	+0.33				2.0	58.0
100.5683	-38.3986	6.29	+0.34				-15.0	5.0
102.6762	-8.0411	6.29	0.00				-6.0	0.0
103.8942	8.3247	6.29	+0.04				-19.0	17.0
104.1904	-35.3417	6.29	+1.29				-1.0	-3.0
109.3821	-6.6800	6.29	+1.62				-14.0	11.0
120.8729	-42.9486	6.29	+1.01				-26.0	-13.0
124.3821	8.8661	6.29	+0.98				-12.0	-13.0
130.5871	-55.7742	6.29	+1.18				-72.0	53.0
134.4946	30.2336	6.29	+0.43		61	Cnc	55.0	24.0
138.3275	-42.2736	6.29	+1.25				-17.0	54.0
141.9650	75.0983	6.29	+0.07				-14.0	15.0
141.3854	16.5856	6.29	+0.97				-84.0	-25.0
159.0192	-26.6750	6.29	+0.48				9.0	-62.0
174.2550	-32.9881	6.29	+0.46				-11.0	-79.0
183.9225	72.5508	6.29	+1.14				-14.0	-35.0
188.3925	24.2831	6.29	+0.11		22	Com	-18.0	-4.0
205.0887	57.2075	6.29	+0.10				-57.0	24.0
223.1379	-30.5769	6.29	+0.60				-329.0	-27.0
224.3067	-29.1578	6.29	-0.04				-27.0	-31.0
238.6679	8.5803	6.29	+0.18		40	Ser	2.0	2.0
239.0579	-31.7858	6.29	+0.43				36.0	1.0
241.4075	8.0961	6.29	+0.08				-9.0	-2.0
242.9154	33.3425	6.29	+1.20				15.0	10.0
244.7821	-20.2178	6.29	+1.08				11.0	-5.0
247.1808	51.4078	6.29	+1.05				34.0	6.0
252.6504	41.8967	6.29	+1.08				-74.0	70.0
256.7217	-26.5131	6.29	-0.04				1.0	-11.0
257.6275	52.4089	6.29	0.00				-14.0	-10.0
260.7138	-2.3883	6.29	+0.68				45.0	-112.0
269.4908	-39.1369	6.29	+0.01				-5.0	-39.0
269.2333	6.4878	6.29	0.00				26.0	2.0
271.7229	50.8228	6.29	+1.04				2.0	96.0
273.8858	45.2094	6.29	+0.62				-68.0	-110.0
279.2875	16.1983	6.29	+0.90				10.0	47.0
283.1187	-26.6503	6.29	+0.94				13.0	-46.0
284.9921	22.8147	6.29	+1.75				-22.0	12.0
286.7854	-18.7378	6.29	-0.04				19.0	-4.0
293.2921	60.1586	6.29	+1.57				5.0	6.0
298.2550	47.8075	6.29	-0.11				-9.0	-9.0
300.3600	-40.8142	6.29	+0.11				-15.0	-38.0
304.3712	42.7219	6.29	+1.64				14.0	0.0
310.7208	-39.5586	6.29	+1.08				24.0	-6.0
312.1779	51.9106	6.29	-0.07				6.0	7.0
320.0583	22.0264	6.29	-0.08				3.0	10.0
327.3621	20.4625	6.29	-0.10				3.0	-2.0
326.7542	70.1508	6.29					-4.0	-26.0
336.5446	-23.6825	6.29	-0.03				18.0	-2.0
337.0821	64.0856	6.29	+1.08				23.0	-13.0
338.9725	50.0711	6.29	-0.05				6.0	8.0
344.7929	52.6544	6.29	+1.42				-25.0	33.0
345.1025	-25.6267	6.29	+1.13				86.0	-34.0
350.6687	20.8286	6.29	-0.04		65	Peg	19.0	-12.0
352.9254	-21.3694	6.29	+0.33		100	Aqr	9.0	5.0
0.0800	-44.2906	6.29	+0.76				80.0	-111.0
0.9662	66.7122	6.29	+1.67				21.0	-8.0
3.3500	26.9872	6.30	+0.65				-8.0	-47.0
8.2046	28.2803	6.30	+1.00				-6.0	7.0
18.4388	7.5783	6.30	+0.49	ζ	86	Psc	147.0	-52.0
38.0617	-36.4275	6.30	+1.02				65.0	9.0
39.6158	38.0894	6.30	-0.03				-9.0	1.0
40.6204	10.7417	6.30	+0.06				-25.0	-22.0
41.7646	35.5550	6.30					-43.0	-47.0
54.5821	56.9328	6.30	-0.13				22.0	-32.0
56.1408	-54.2739	6.30	+1.04				23.0	65.0
57.8158	13.0458	6.30	-0.07				22.0	-30.0
59.6213	38.8403	6.30	+1.08				38.0	-41.0
69.2121	-30.7167	6.30	-0.10				-11.0	13.0
92.9417	52.6472	6.30	+0.14				11.0	-70.0
100.8471	-39.1933	6.30	+0.26				-1.0	-19.0
103.3058	38.4381	6.30	+0.49		60	Aur	34.0	-176.0
103.0954	-5.3161	6.30	+0.99				-20.0	-8.0
105.0750	-5.3669	6.30	+0.57				-118.0	88.0
109.8071	-33.7272	6.30	+1.31				-13.0	-13.0
113.0929	-35.9614	6.30	-0.10				-12.0	5.0
113.9833	43.0311	6.30					-24.0	-50.0
121.1787	-62.8361	6.30	-0.10				-9.0	17.0
126.6958	26.9353	6.30	+0.18	φ²	23	Cnc	-16.0	-3.0
127.6633	-44.7372	6.30	-0.02				-13.0	11.0
128.6221	-37.6114	6.30	+1.56				-7.0	1.0
130.1125	19.5450	6.30	+0.17	ε	41	Cnc	-39.0	-6.0
132.0008	-52.8506	6.30	-0.10				-26.0	7.0
140.8642	-60.3025	6.30	+1.48				-5.0	-4.0
148.2417	-27.3322	6.30	+0.62				-284.0	93.0
149.4871	45.4144	6.30	+1.11				11.0	-30.0
149.6088	27.7589	6.30					-117.0	-34.0
154.1675	-51.2050	6.30	+1.54				-28.0	0.0
154.6575	-36.8047	6.30	+1.28				-43.0	8.0
158.8533	-76.3092	6.30	+1.20				-18.0	4.0
163.9054	24.7489	6.30			54	Leo	-74.0	-26.0
166.5242	-51.2125	6.30	+0.95				5.0	-65.0
167.9321	14.4003	6.30	+0.21				-66.0	-9.0
178.4596	0.5519	6.30	+0.20				-39.0	-7.0
186.3221	-65.7706	6.30	+0.96				-80.0	-121.0
193.1150	16.1225	6.30	+0.16				-43.0	-19.0
205.6200	41.6742	6.30	+0.86				-90.0	7.0
210.9712	-22.4217	6.30	+0.45				-12.0	13.0
210.8846	10.7867	6.30	+0.74				83.0	-307.0
220.1367	-56.4408	6.30	+1.18				-7.0	-11.0
221.8837	-43.5575	6.30	+1.08				-13.0	-32.0
227.6858	-61.4225	6.30	+0.63				-198.0	-21.0
228.3829	22.9833	6.30	+0.06				49.0	93.0
230.2558	-15.5483	6.30	+0.41	ο	29	Lib	24.0	26.0
242.9942	-19.4497	6.30	+0.13	ν	14	Sco	-10.0	-9.0
249.1792	15.4981	6.30	-0.11				-9.0	-8.0
247.8671	72.6119	6.30	+1.32				-43.0	41.0
254.0700	73.1278	6.30	+0.24				0.0	-21.0
256.1887	-20.4947	6.30	-0.02				-6.0	-24.0
256.5492	-21.5647	6.30	+0.13				-11.0	-77.0
258.0687	-38.8222	6.30	+1.05				19.0	-43.0
265.9458	-7.0794	6.30	+0.38				-1.0	-6.0
269.3096	23.9958	6.30	+0.63				-24.0	76.0
270.4513	-36.3778	6.30	-0.03				-7.0	-17.0
274.6667	-42.2883	6.30	-0.11				-7.0	-4.0
274.5121	13.7769	6.30	-0.03				-1.0	-10.0
274.9837	51.3478	6.30	+1.10				-33.0	-52.0
276.4775	-33.9453	6.30	-0.08				2.0	6.0
284.7483	50.8094	6.30	+0.98				24.0	18.0
285.5900	8.3742	6.30	+1.67				26.0	22.0
287.0608	-24.6569	6.30	+0.04				18.0	5.0
287.8288	-29.5022	6.30	-0.04				33.0	-18.0
292.6437	-55.1100	6.30	+0.45	μ		Tel	33.0	-15.0
303.9608	-30.0053	6.30	+1.51				37.0	13.0
305.1171	-29.1972	6.30	+0.17				28.0	4.0
305.7533	-9.6547	6.30	+0.91				24.0	-18.0
311.6604	46.5317	6.30	+0.03				-24.0	-13.0
326.1229	-38.5525	6.30	+1.12				81.0	-168.0
332.9871	59.0847	6.30	+1.13				129.0	83.0
339.2696	12.5772	6.30					-30.0	-17.0
339.2029	35.6525	6.30	+1.37				-4.0	0.0
341.0688	-60.4994	6.30	+0.56				4.0	25.0
341.9842	-25.9119	6.30	+0.91				112.0	-114.0
346.6329	19.9108	6.30	+0.49				295.0	2.0
3.4342	-26.2847	6.31	+1.48				-20.0	12.0
20.0812	77.5706	6.31	+0.92				-18.0	86.0
21.5363	34.5797	6.31	+0.47				230.0	-87.0
22.3767	-46.7564	6.31	+1.66				-12.0	13.0
31.5513	8.2475	6.31	+1.65				-5.0	-36.0
32.5325	53.8431	6.31	+0.95				27.0	-43.0
35.5492	-43.2000	6.31	+1.00				64.0	35.0
43.2987	16.4833	6.31					55.0	-62.0
44.9096	-32.5072	6.31	0.00				10.0	11.0
47.0162	52.2133	6.31	-0.01				32.0	-26.0
48.9458	32.8564	6.31	+0.37				-35.0	9.0
61.6525	54.0086	6.31	+0.99				55.0	-99.0
63.8717	6.1867	6.31	+0.59				-60.0	-116.0
64.9062	10.1214	6.31	+1.43				2.0	-40.0
75.9750	-41.7450	6.31	+0.53				27.0	152.0
84.2279	-66.5603	6.31	-0.07				-22.0	10.0
85.7887	-1.6131	6.31	+1.47				3.0	-26.0
88.5654	3.2253	6.31	+1.29				53.0	-61.0
92.6663	-45.2819	6.31	-0.03				5.0	5.0
95.3575	2.2686	6.31	+0.24				-16.0	-26.0
96.1854	-40.2842	6.31	-0.05				-3.0	-9.0
101.0525	36.1097	6.31	+0.06				14.0	14.0
105.0337	-20.1589	6.31	-0.15				-28.0	-8.0
111.3413	81.2575	6.31	-0.04				-5.0	-26.0
110.9929	-35.8378	6.31	-0.15				-18.0	18.0
111.4292	-31.7386	6.31	-0.17				0.0	7.0
116.7742	-39.3314	6.31	-0.17				-10.0	-5.0
118.0300	3.2772	6.31	+1.59				47.0	-84.0
120.4325	25.0897	6.31	+0.01	ω²	4	Cnc	-21.0	20.0
128.2225	69.3200	6.31	+1.35				30.0	-27.0
129.2029	74.7236	6.31					-17.0	-23.0
127.8525	-39.0642	6.31	-0.15				-17.0	4.0
138.3579	-38.6164	6.31	0.00				8.0	-12.0
141.2321	51.5739	6.31	+0.75				41.0	-5.0
143.8904	-19.5836	6.31	+0.06				-38.0	-46.0
144.9475	-10.5703	6.31	-0.03		37	Hya	-24.0	5.0
147.5987	65.5933	6.31	+0.28				-52.0	-29.0
163.1504	-0.2014	6.31	+1.50				-9.0	-18.0
169.1154	-45.8800	6.31	+0.40				-136.0	66.0
174.1700	-37.2378	6.31	+0.06				-13.0	-19.0
180.2575	-1.7681	6.31	+1.21				-15.0	-70.0
192.1958	24.8403	6.31	+0.70				-339.0	-108.0
194.3883	-22.7539	6.31	+1.07				-52.0	-29.0
196.2071	73.0253	6.31					-19.0	20.0
201.7762	-49.1439	6.31					-21.0	-6.0
213.9117	-45.0008	6.31	+0.60				137.0	-142.0
235.8538	-15.0433	6.31	+1.16				-4.0	-96.0
239.2658	-48.1622	6.31	+0.38				-109.0	-95.0
239.6279	-37.5031	6.31	+1.01				-25.0	-2.0
238.9571	58.9117	6.31	-0.02				-24.0	22.0
239.3746	39.6953	6.31	+1.07				-63.0	60.0
243.5563	5.9019	6.31	+1.15				29.0	-12.0
249.4500	13.6869	6.31	+0.41				-35.0	-63.0
255.3875	14.9494	6.31	+0.04				4.0	-8.0
274.3508	-9.7586	6.31	+0.38				9.0	-56.0
276.1754	-7.0753	6.31	+1.16				134.0	-4.0
276.9325	-26.6347	6.31	+0.26				3.0	-25.0
280.9642	-6.8186	6.31	+0.48				48.0	-55.0
281.1675	23.5897	6.31	+0.40				9.0	-87.0
283.3004	-51.9311	6.31	-0.09				10.0	-6.0
284.3946	-39.8233	6.31	+0.20				37.0	29.0
285.5292	52.2611	6.31	+1.00				-7.0	-26.0
286.4463	29.9217	6.31	+1.65				-5.0	-9.0
289.6571	49.5697	6.31	+1.12				10.0	54.0
289.9121	37.3306	6.31	+0.68				-66.0	-187.0
290.1379	35.1861	6.31	-0.12				14.0	6.0
290.5863	-8.2011	6.31	-0.10				-13.0	-24.0
291.3433	20.2714	6.31	-0.02				-7.0	-27.0
302.1596	10.7258	6.31	-0.12				4.0	1.0
304.7333	-47.7108	6.31	+1.67				12.0	-4.0
303.9308	50.2328	6.31					24.0	10.0
315.7575	14.7300	6.31	+1.67				21.0	5.0
319.5013	-64.6817	6.31	-0.07				6.0	-37.0
321.0867	-46.6150	6.31	+0.20				42.0	-22.0
323.8292	28.1972	6.31	+0.35				128.0	-43.0
327.4212	-12.7231	6.31	+0.22				-3.0	15.0
339.9333	-28.3253	6.31	+1.01				76.0	-31.0
340.2000	-3.5542	6.31	+0.52				3.0	-42.0
344.3217	-4.8100	6.31	+0.94				-15.0	2.0
348.5596	50.6178	6.31					38.0	-6.0
350.8829	0.2914	6.31	+1.61				68.0	10.0
356.5050	-40.1825	6.31	+0.20				97.0	-36.0
359.1246	-24.7372	6.31	+0.92				3.0	10.0
14.4771	13.6958	6.32	+0.89				-11.0	-13.0
26.9500	46.2297	6.32	+0.43				14.0	-56.0
26.9492	-37.1597	6.32	+1.02				8.0	11.0
32.5204	-43.8156	6.32	+0.90				59.0	-9.0
43.2104	-9.4411	6.32	+0.19				74.0	50.0
52.5812	71.8639	6.32	+1.80				10.0	5.0
51.5488	-41.6369	6.32	+0.06				15.0	27.0
57.9242	68.5075	6.32	-0.08				17.0	-16.0
60.1538	17.2967	6.32	+0.06				0.0	-33.0
63.2150	68.5017	6.32	+1.18				-45.0	26.0
63.9429	15.4006	6.32	+0.40		48	Tau	116.0	-29.0
66.7538	57.5853	6.32	+0.04				9.0	-12.0
75.1658	-2.0656	6.32	+0.28				-19.0	8.0
78.4467	0.5603	6.32	+1.46				3.0	-25.0
81.1508	2.3528	6.32	-0.15				11.0	-7.0
83.7400	-61.1758	6.32	+0.85				6.0	-22.0
86.8275	-35.6747	6.32	+1.18				-8.0	41.0
89.1408	28.9422	6.32	+0.30				3.0	-1.0
94.7575	17.3250	6.32	-0.07				-9.0	-9.0
97.1763	-41.0744	6.32	+0.40				30.0	28.0
103.6113	-42.3656	6.32	+2.24				2.0	14.0
108.9479	-23.7406	6.32					17.0	7.0
109.2383	-30.8967	6.32	+0.20				5.0	-21.0
117.3675	-44.7519	6.32	+0.96				-48.0	3.0
117.8354	-43.0956	6.32	-0.17				11.0	-10.0
119.8012	-49.9767	6.32					0.0	15.0
122.2371	-11.3397	6.32	+0.01				-4.0	-12.0
126.1371	82.4308	6.32	+0.01				-22.0	-25.0
124.8129	-10.1658	6.32	+0.33				-41.0	38.0
125.8217	-38.2858	6.32	+1.63				28.0	-3.0
126.9033	45.6531	6.32	+0.62				-17.0	-350.0
126.6950	26.9344	6.32	+0.18	φ²	23	Cnc	-14.0	2.0
129.0321	15.3136	6.32					8.0	-24.0
130.9762	-68.2117	6.32	+1.50				1.0	27.0
138.8958	-57.5781	6.32	+1.04				3.0	-3.0
149.2250	-27.4750	6.32	+0.17				-81.0	29.0
152.7454	40.6614	6.32	+1.25				-14.0	-2.0
154.9975	-9.0589	6.32	+0.33				-67.0	-68.0
156.0546	2.3681	6.32	+1.00				37.0	-23.0
157.4762	65.6261	6.32	+1.14		35	UMa	0.0	-32.0
166.6142	-50.9567	6.32	+1.16				-67.0	6.0
171.6063	33.4506	6.32	+0.43				-40.0	16.0
186.2767	63.8028	6.32	+0.91				-15.0	2.0
193.0513	17.0739	6.32	+1.59		32	Com	1.0	-7.0
197.3100	-9.5383	6.32	+1.02				-33.0	-9.0
205.0967	50.5194	6.32	+0.54				-132.0	60.0
209.0437	32.0325	6.32	+0.37				-118.0	48.0
214.4550	48.0017	6.32	+0.44				-10.0	-45.0
216.5558	-42.3192	6.32	+1.19				-123.0	-71.0
228.2542	-61.7439	6.32	+1.90				-10.0	-8.0
229.8758	32.5153	6.32	+0.24				-15.0	16.0
234.5654	-28.2067	6.32	+1.17				3.0	-26.0
241.7642	-14.0708	6.32	+0.66				-258.0	24.0
243.6629	-18.5353	6.32	+1.09				-106.0	-109.0
253.0725	-67.6819	6.32	+1.28				-73.0	-64.0
249.4704	78.9183	6.32	+1.14				-20.0	38.0
252.5929	-2.6539	6.32	+0.42				9.0	-30.0
253.4950	-41.9947	6.32	+0.50				-2.0	-18.0
254.4262	24.3814	6.32	+1.10				6.0	-18.0
259.9979	-5.9172	6.32	+0.85				40.0	-180.0
259.1225	60.6706	6.32	+1.09				-42.0	14.0
271.7763	49.7106	6.32					-2.0	22.0
275.9492	53.3008	6.32	+0.16				8.0	-15.0
278.3471	-38.7203	6.32		κ¹		CrA	21.0	-28.0
281.0321	-36.7186	6.32	+0.98				0.0	-60.0
285.3896	-15.2825	6.32	+1.00				0.0	3.0
289.7196	9.6181	6.32	+1.05				3.0	-39.0
290.7692	-7.4003	6.32	+1.45				42.0	-7.0
291.8913	14.2825	6.32	-0.06				9.0	-2.0
294.0346	22.5858	6.32	-0.07				1.0	-10.0
299.6433	38.1056	6.32	-0.09				9.0	-4.0
304.0950	-12.3369	6.32	+0.01		3	Cap	12.0	-13.0
309.3825	31.5725	6.32	-0.09		48	Cyg	10.0	0.0
310.8062	57.1142	6.32	+0.33				-13.0	3.0
315.9304	46.8619	6.32	+0.25				-55.0	-110.0
321.0962	24.5289	6.32	+1.04				33.0	0.0
323.5708	-42.9250	6.32	+1.09				-41.0	-24.0
331.7900	58.8408	6.32	+0.88				-13.0	-22.0
332.7150	30.5531	6.32	+0.18				8.0	-9.0
338.1954	15.8633	6.32	+1.19				22.0	26.0
349.8642	34.7933	6.32	-0.08				16.0	-3.0
349.9233	48.3808	6.32	+1.12				209.0	32.0
352.0029	-35.5444	6.32	+1.20				7.0	1.0
0.6008	8.9569	6.32	+0.18		31	Psc	5.0	-3.0
2.2600	-54.0019	6.33	+0.74				51.0	16.0
4.6775	-43.2353	6.33	+1.21				56.0	12.0
4.9233	40.7297	6.33	+1.18				-26.0	-10.0
11.6625	69.3250	6.33					196.0	1.0
25.3387	-79.1483	6.33	+0.94	τ¹		Hyi	52.0	9.0
33.9913	47.8114	6.33					62.0	-71.0
36.2433	-2.7800	6.33	0.00		71	Cet	-1.0	-7.0
48.1100	47.7258	6.33	+1.43				74.0	-83.0
55.0475	-15.2267	6.33	+0.88				-5.0	-14.0
69.0067	-3.6119	6.33	-0.10				-7.0	-13.0
71.6004	-2.9544	6.33	+0.04				12.0	-47.0
80.2471	27.9572	6.33	+0.04				-13.0	-16.0
82.5862	-7.4347	6.33	-0.19				-13.0	1.0
84.4404	33.5592	6.33	+1.31				3.0	0.0
92.7575	18.1294	6.33	+1.35				-2.0	-47.0
96.2204	16.0569	6.33	+1.08				40.0	-46.0
102.0537	55.7044	6.33					57.0	-101.0
102.4333	-24.0758	6.33	+0.04				2.0	-3.0
102.6538	-25.7781	6.33	-0.18				-6.0	14.0
108.4883	-30.3400	6.33	-0.20				-15.0	-6.0
116.2887	20.3164	6.33	0.00		79	Gem	-14.0	8.0
117.0800	-56.4711	6.33	+1.01				-26.0	3.0
119.0950	-30.2853	6.33	+1.66				4.0	-32.0
120.6083	-6.3372	6.33	+0.62				6.0	-14.0
119.9175	-60.2075	6.33	-0.06				4.0	3.0
126.8183	-31.6731	6.33	+0.90				-16.0	-11.0
128.8538	2.7436	6.33	+1.02				-6.0	7.0
129.6679	-19.7369	6.33	+1.59				14.0	6.0
131.0421	36.9181	6.33					-34.0	-94.0
133.1008	5.3400	6.33	+0.12				-4.0	-15.0
138.8383	84.1811	6.33	+0.30				27.0	15.0
139.4262	-54.4953	6.33	+1.41				-18.0	-4.0
140.2313	-15.6178	6.33	+0.46				65.0	-107.0
163.1146	-79.5594	6.33	+1.46				-40.0	2.0
168.4175	41.0886	6.33	+1.15				-4.0	13.0
175.2550	-83.1000	6.33	+1.08				-71.0	15.0
181.4717	-65.5472	6.33	+0.22				-31.0	-12.0
183.4029	-33.7928	6.33	+0.08				-6.0	-11.0
184.2142	86.4361	6.33	+0.43				210.0	-3.0
184.8733	28.1569	6.33	+0.50		9	Com	-197.0	-129.0
186.4062	-86.1506	6.33	+1.08				-17.0	-1.0
189.5183	3.2825	6.33	+0.01				-29.0	-9.0
190.5213	-69.4075	6.33	+0.78				-4.0	-2.0
191.1129	44.1031	6.33	+0.43				-27.0	5.0
193.0221	-48.0942	6.33	+0.03				-60.0	13.0
197.9712	-63.3028	6.33	+0.44				-6.0	3.0
198.0350	24.2581	6.33	+0.98				-8.0	-41.0
203.6204	-48.2722	6.33	-0.05				-29.0	-12.0
206.7379	6.3506	6.33	+0.63				-510.0	-108.0
214.9487	38.7939	6.33	+0.05				22.0	-13.0
218.5487	32.5344	6.33	+0.40				108.0	7.0
221.4908	-15.4597	6.33	+1.19		5	Lib	-32.0	0.0
228.1304	-48.2186	6.33	+1.12				-14.0	-28.0
236.4154	0.8914	6.33	+1.19				43.0	8.0
240.3312	-31.8894	6.33	+1.45				10.0	-4.0
241.9663	-24.4619	6.33	-0.06				-11.0	-7.0
242.2621	57.9378	6.33					-24.0	22.0
244.3371	-53.0867	6.33	+0.27				-59.0	-58.0
246.2258	-45.3492	6.33	+0.19				24.0	-1.0
254.0371	-50.6750	6.33	-0.02				-6.0	-19.0
255.4963	8.4506	6.33	+0.09				39.0	3.0
257.9383	7.8947	6.33	+1.04				35.0	14.0
274.5038	-68.2292	6.33	-0.04				-7.0	-19.0
275.7592	-10.2186	6.33	+0.14				24.0	-7.0
292.3371	20.2797	6.33	-0.10		7	Vul	1.0	-20.0
299.6746	70.3669	6.33	+0.88				45.0	60.0
306.4333	10.0564	6.33	+1.56				2.0	-30.0
311.5883	52.9953	6.33	+1.12				-81.0	-103.0
312.4513	7.8642	6.33	+0.02		14	Del	32.0	11.0
312.4779	46.6611	6.33	-0.07				8.0	0.0
313.2550	-23.7831	6.33	+0.88				99.0	-53.0
316.1892	2.2697	6.33	+0.97				98.0	-65.0
315.9671	41.6281	6.33	+0.38				1.0	-54.0
325.1400	-55.7375	6.33	+1.06				10.0	23.0
329.5554	-5.4247	6.33	+0.37				40.0	-101.0
332.5925	14.6300	6.33	+1.08				34.0	-26.0
342.4963	-32.8053	6.33	+0.31				-50.0	-17.0
344.6775	7.3397	6.33	+0.06				-40.0	-80.0
346.7896	-49.6067	6.33	+1.45				17.0	-14.0
349.7837	-79.4728	6.33	+0.91				13.0	7.0
357.3000	58.9631	6.33	+0.40				38.0	-14.0
19.2712	44.9019	6.34					14.0	-45.0
20.2717	64.6583	6.34	+0.09		35	Cas	57.0	-19.0
25.7433	61.4217	6.34	+0.01				4.0	11.0
25.8188	45.3222	6.34	+1.01				146.0	-17.0
25.9583	32.1917	6.34					-22.0	-7.0
27.3313	-31.0728	6.34	+1.22				101.0	-26.0
34.7437	-25.9456	6.34	+0.73				-214.0	448.0
59.1258	71.8217	6.34	+0.30				-57.0	-8.0
61.4446	-20.5122	6.34	+0.92				-20.0	12.0
76.1088	-35.7053	6.34	+0.30	γ²		Cae	28.0	38.0
79.8967	-1.4122	6.34	-0.11				-7.0	-6.0
80.0858	-34.6989	6.34	+0.33				-7.0	-4.0
84.8625	21.7628	6.34	+0.06				-4.0	-36.0
85.3625	-33.4006	6.34	-0.04				14.0	-2.0
86.1183	-20.1264	6.34	+0.58				-16.0	46.0
86.5117	-4.2683	6.34	+1.05				0.0	-68.0
91.2846	59.3931	6.34	+1.10				5.0	-51.0
91.2608	37.9642	6.34					3.0	-7.0
95.8100	-31.7900	6.34	+0.89				-56.0	13.0
97.8958	-36.9400	6.34	+1.63				5.0	72.0
99.2137	-41.5569	6.34	+1.15				8.0	8.0
103.8133	45.8264	6.34	+0.94				-37.0	-67.0
104.2504	-8.1789	6.34	+0.64				-7.0	2.0
106.5025	-30.6556	6.34	-0.16				0.0	9.0
114.0325	-22.1606	6.34	+0.99				44.0	-18.0
116.9104	-15.9908	6.34	+1.78				-4.0	1.0
119.5692	43.9775	6.34	1.06				38.0	6.0
120.2529	23.5831	6.34					-26.0	-24.0
120.4796	35.4131	6.34	+1.56				-43.0	-7.0
119.8058	-49.9736	6.34					-8.0	13.0
120.5258	-37.0506	6.34	+1.62				16.0	-3.0
119.8171	-73.2447	6.34	+0.14				2.0	-36.0
127.8733	-54.3942	6.34	+1.31				20.0	-47.0
130.1817	-57.5453	6.34	+0.20				-15.0	25.0
146.4808	63.6533	6.34	+0.31		28	UMa	-12.0	-43.0
