# id	type	ra	dec	mag	band	majax	minax	pa	name
# OpenNGC (Mattia Verga), CC-BY-SA-4.0. J2000. Axes in arcminutes, angles in degrees.
# mag is V where measured and B otherwise; `band` says which. See NOTICE.txt.
NGC4564	G	189.11242	11.43928	11.26	V	3.13	1.68	48	
NGC4565	G	189.08658	25.98767	10.86	V	16.75	2.89	135	Needle Galaxy
NGC4565B	G	188.92371	26.22219	15.11	B	0.80	0.45	139	
NGC4565C	G	188.92258	26.28583	16.43	B	0.96	0.14	141	
NGC4566	G	189.00046	54.22097	13.23	V	1.08	0.75	72	
NGC4567	G	189.13629	11.25800	11.32	V	2.74	2.15	89	Butterfly Galaxies
NGC4568	G	189.14275	11.23889	10.80	V	4.31	1.87	29	Butterfly Galaxies
NGC4569	G	189.20746	13.16294	9.54	V	9.12	3.82	22	M90
NGC4570	G	189.22250	7.24664	11.11	V	3.88	0.94	160	
NGC4571	G	189.23492	14.21736	11.29	V	3.56	3.31	35	
NGC4572	G	188.93875	74.24556	14.82	B	1.47	0.42	168	
NGC4573	G	189.43246	-43.62114	12.92	V	2.49	1.89	125	
NGC4574	G	189.43129	-35.51764	12.99	V	1.83	1.14	112	
NGC4575	G	189.46300	-40.53736	12.60	V	2.06	1.24	109	
NGC4576	G	189.38983	4.36769	13.49	V	1.22	0.66	152	
NGC4577	G	189.80183	6.01231	13.84	B	1.42	0.78	39	
NGC4578	G	189.37733	9.55508	11.40	V	2.50	1.75	34	
NGC4579	G	189.43133	11.81819	10.30	V	5.01	3.84	90	M58
NGC4580	G	189.45163	5.36853	12.57	B	1.87	1.28	156	
NGC4581	G	189.52154	1.47775	12.38	V	1.62	1.06	172	
NGC4583	G	189.51892	33.45883	14.47	V	1.51	1.51	95	
NGC4584	G	189.57446	13.10989	13.76	B	1.61	1.11	8	
NGC4585	G	189.55533	28.93703	14.22	V	0.79	0.47	105	
NGC4586	G	189.61833	4.31908	11.58	V	3.43	1.12	116	
NGC4587	G	189.64758	2.65733	13.79	B	1.32	0.75	47	
NGC4588	G	189.68929	6.76817	14.96	B	1.19	0.46	60	
NGC4589	G	189.35413	74.19192	10.74	V	2.93	2.31	84	
NGC4590	GCl	189.86671	-26.74303	7.96	V	6.60			M68
NGC4592	G	189.82808	-0.53200	11.88	V	4.10	1.17	94	
NGC4593	G	189.91429	-5.34425	11.43	V	2.40	2.04	38	
NGC4594	G	189.99762	-11.62306	8.59	V	8.45	4.91	90	Sombrero Galaxy
NGC4595	G	189.96629	15.29781	12.94	B	1.52	0.97	110	
NGC4596	G	189.98313	10.17614	10.46	V	3.93	3.30	120	
NGC4597	G	190.05388	-5.79928	12.87	B	3.55	1.42	70	
NGC4598	G	190.04971	8.38375	13.54	B	1.50	1.15	131	
NGC4599	G	190.11287	1.19692	13.49	B	1.71	0.72	145	
NGC4600	G	190.09567	3.11775	13.27	B	1.42	1.01	59	
NGC4601	G	190.19475	-40.89306	13.91	V	1.82	0.50	18	
NGC4602	G	190.15354	-5.13300	11.75	V	1.29	0.79	88	
NGC4603	G	190.23004	-40.97639	11.67	V	2.60	1.84	18	
NGC4603A	G	189.90383	-40.74003	14.27	B	1.84	0.63	90	
NGC4603B	G	190.12392	-41.06983	15.43	B	1.30	0.26	38	
NGC4603C	G	190.17962	-40.76336	14.24	B	1.83	0.44	159	
NGC4603D	G	190.53375	-40.82086	13.20	V	1.62	0.97	75	
NGC4604	G	190.18775	-5.30289	14.40	B	1.06	0.44	104	
NGC4605	G	189.99742	61.60919	10.26	V	5.87	2.29	122	
NGC4606	G	190.23975	11.91222	11.90	V	2.47	1.36	14	
NGC4607	G	190.30167	11.88664	12.79	V	2.86	0.58	2	
NGC4608	G	190.30537	10.15567	11.08	V	2.88	2.49	25	
NGC4609	OCl	190.57012	-62.99575	6.90	V	5.40			Coalsack Cluster
NGC4611	G	190.35604	13.72953	14.96	B	1.24	0.38	125	
NGC4612	G	190.38646	7.31489	12.10	B	2.57	1.77	138	
NGC4613	G	190.37063	26.08861	15.43	B	0.52	0.49	15	
NGC4614	G	190.38113	26.04267	14.32	B	1.00	0.86	152	
NGC4615	G	190.40550	26.07283	13.89	B	1.54	0.46	120	
NGC4616	G	190.56854	-40.64206	13.32	V	1.31	1.06	50	
NGC4617	G	190.27446	50.39342	14.10	B	2.81	0.52	180	
NGC4618	G	190.38688	41.15078	10.78	V	3.56	2.29	32	
NGC4619	G	190.43563	35.06278	13.50	V	1.37	1.33	0	
NGC4620	G	190.49733	12.94278	13.38	B	1.60	1.45	52	
NGC4621	G	190.50933	11.64703	9.56	V	4.55	3.21	165	M59
NGC4622	G	190.65675	-40.74422	13.01	V	1.81	1.56	9	
NGC4622A	G	190.95462	-40.71461	14.68	B	0.70	0.58	119	
NGC4622B	G	190.96087	-40.71747	15.27	B	1.15	0.77	68	
NGC4623	G	190.54454	7.67694	13.14	B	2.23	0.74	175	
NGC4625	G	190.46967	41.27397	12.46	V	1.41	1.06	27	
NGC4626	G	190.60546	-7.04428	13.71	B	1.63	0.49	39	
NGC4627	G	190.49867	32.57356	12.48	V	2.36	1.66	21	
NGC4628	G	190.60525	-6.97100	14.50	V	1.64	0.57	46	
NGC4629	G	190.63612	-1.35067	13.90	B	1.03	0.71	90	
NGC4630	G	190.62971	3.96025	13.04	B	1.66	1.21	10	
NGC4631	G	190.53337	32.54150	9.24	V	14.45	2.20	86	Whale Galaxy
NGC4632	G	190.63346	-0.08261	11.86	V	2.56	0.98	59	
NGC4633	G	190.65575	14.35719	13.12	V	1.77	0.75	33	
NGC4634	G	190.67067	14.29583	12.33	V	2.47	0.60	156	
NGC4635	G	190.66350	19.94531	13.00	V	1.94	1.40	178	
NGC4636	G	190.70762	2.68778	9.99	V	6.35	4.70	150	
NGC4637	G	190.72542	11.43828	14.89	B	1.29	0.71	91	
NGC4638	G	190.69758	11.44250	11.12	V	2.31	1.50	123	
NGC4639	G	190.71829	13.25739	11.60	V	2.87	1.88	138	
NGC4640	G	190.74071	12.28697	14.17	B	1.61	0.89	53	
NGC4641	G	190.78192	12.05119	13.72	B	1.28	1.05	172	
NGC4642	G	190.82408	-0.64425	13.81	B	1.55	0.53	27	
NGC4643	G	190.83392	1.97828	10.65	V	2.24	1.75	132	
NGC4644	G	190.67775	55.14550	13.84	V	1.51	0.63	51	
NGC4645	G	191.04162	-41.74994	11.83	V	1.97	0.89	46	
NGC4645A	G	190.77321	-41.35892	12.39	V	3.03	0.97	30	
NGC4645B	G	190.87992	-41.36253	12.99	V	2.16	0.89	158	
NGC4646	G	190.71717	54.85600	13.31	V	0.63	0.28	17	
NGC4647	G	190.88462	11.58186	11.60	V	2.75	2.36	139	
NGC4648	G	190.43496	74.42094	12.03	V	1.41	1.16	73	
NGC4649	G	190.91658	11.55269	8.79	V	6.78	5.45	105	M60
NGC4650	G	191.08162	-40.73181	11.80	V	3.05	2.04	111	
NGC4650A	G	191.20442	-40.71431	13.58	V	1.46	0.33	172	
NGC4651	G	190.92763	16.39339	10.82	V	3.87	2.58	77	Umbrella Galaxy
NGC4652	G	190.83229	58.96489	15.34	B	1.10	0.38	40	
NGC4653	G	190.96213	-0.56122	12.36	V	2.31	2.08	17	
NGC4654	G	190.98575	13.12667	10.49	V	4.72	2.49	123	
NGC4655	G	190.90204	41.01853	14.77	B	0.86	0.79	10	
NGC4656	GPair	190.99054	32.16814			8.00			
NGC4656 NED01	G	190.99029	32.17025	10.47	V	6.46	0.66	36	
NGC4657	G	191.02958	32.20875	14.50	B	1.86	0.63	71	
NGC4658	G	191.15746	-10.08311	12.43	V	1.38	0.86	3	
NGC4659	G	191.12246	13.49856	12.96	B	1.75	1.24	176	
NGC4660	G	191.13325	11.19053	11.27	V	2.09	1.57	100	
NGC4661	G	191.31229	-40.82425	14.65	B	1.17	0.41	116	
NGC4662	G	191.10917	37.12122	12.78	V	1.83	1.48	60	
NGC4663	G	191.19604	-10.19783	14.01	B	1.07	0.85	170	
NGC4664	G	191.27496	3.05578	10.50	V	4.52	4.52	5	
NGC4666	G	191.28579	-0.46189	10.75	V	4.97	1.97	40	
NGC4668	G	191.38329	-0.53572	13.10	V	1.59	0.92	3	
NGC4669	G	191.19475	54.87567	13.18	V	1.53	0.38	2	
NGC4670	G	191.32112	27.12542	12.76	V	0.97	0.83	90	
NGC4671	G	191.44846	-7.06969	13.52	B	1.69	1.26	138	
NGC4672	G	191.56563	-41.70597	14.25	V	2.06	0.50	59	
NGC4673	G	191.39446	27.06083	14.78	B	1.07	0.84	171	
NGC4674	G	191.51446	-8.65544	13.96	B	1.79	0.70	105	
NGC4675	G	191.38287	54.73761	14.84	B	1.34	0.43	92	
NGC4676	GPair	191.54458	30.72722			3.00			Mice Galaxy
NGC4676A	G	191.54213	30.73192	14.53	B	2.16	1.26	179	
NGC4676B	G	191.54683	30.72275	14.33	B	0.98	0.66	169	
NGC4677	G	191.73804	-41.58253	12.81	V	1.49	0.84	166	
NGC4678	G	192.42437	-4.57972	14.26	B	0.97	0.51	85	
NGC4679	G	191.87604	-39.57086	13.52	V	2.43	0.88	5	
NGC4680	G	191.72796	-11.63706	13.23	B	1.36	0.76	40	
NGC4681	G	191.87004	-43.33481	13.44	B	1.40	1.17	171	
NGC4682	G	191.81454	-10.06344	13.12	B	2.58	1.19	86	
NGC4683	G	191.92654	-41.52828	12.84	V	1.44	1.33	130	
NGC4684	G	191.82300	-2.72742	11.55	V	2.97	0.96	18	
NGC4685	G	191.79767	19.46436	13.63	B	1.59	0.87	155	
NGC4686	G	191.66617	54.53428	12.59	V	1.92	0.67	2	
NGC4687	G	191.84904	35.35206	13.01	V	0.96	0.90	95	
NGC4688	G	191.94383	4.33606	12.92	B	3.72	3.42	35	
NGC4689	G	191.93983	13.76281	10.93	V	3.82	2.86	163	
NGC4690	G	191.98133	-1.65606	13.57	B	1.60	1.14	150	
NGC4691	G	192.05679	-3.33272	10.99	V	3.03	2.46	28	
NGC4692	G	191.98050	27.22236	12.65	V	1.00	0.94	85	
NGC4693	G	191.78821	71.17614	13.95	B	1.00	0.56	34	
NGC4694	G	192.06283	10.98361	12.52	V	2.00	1.11	135	
NGC4695	G	191.88379	54.37483	13.38	V	1.12	0.65	79	
NGC4696	G	192.20521	-41.31083	10.30	V	3.85	2.56	88	
NGC4696A	G	191.73175	-41.49675	14.56	B	1.74	0.57	174	
NGC4696B	G	191.84075	-41.23750	12.71	V	1.33	0.81	40	
NGC4696C	G	192.01108	-40.81856	14.65	B	2.30	0.37	140	
NGC4696D	G	192.09025	-41.71403	13.98	B	1.38	0.54	129	
NGC4696E	G	192.10883	-40.93650	14.55	B	1.41	0.71	178	
NGC4697	G	192.14950	-5.80075	9.37	V	7.14	4.16	83	
NGC4698	G	192.09546	8.48739	10.65	V	3.81	1.55	170	
NGC4699	G	192.25929	-8.66486	9.53	V	3.99	3.02	35	
NGC4700	G	192.28396	-11.40986	12.21	V	2.72	0.47	51	
NGC4701	G	192.29829	3.38872	12.37	V	1.74	1.28	39	
NGC4702	G	192.25621	27.17914	16.04	B	0.58	0.33	176	
NGC4703	G	192.32904	-9.10842	13.58	B	1.70	0.41	155	
NGC4704	G	192.19346	41.92125	13.69	V	1.01	0.95	40	
NGC4705	G	192.35404	-5.19586	12.60	V	3.65	1.09	106	
NGC4706	G	192.47563	-41.27956	12.88	V	1.47	0.75	26	
NGC4707	G	192.09529	51.16469	12.97	V	2.19	2.00	25	
NGC4708	G	192.42283	-11.09303	13.92	B	1.25	0.91	30	
NGC4709	G	192.51617	-41.38197	11.10	V	3.09	1.51	107	
NGC4710	G	192.41179	15.16544	10.71	V	4.39	1.13	26	
NGC4711	G	192.19112	35.33269	14.27	B	1.21	0.68	41	
NGC4712	G	192.39258	25.46994	13.01	V	1.56	0.75	162	
NGC4713	G	192.49113	5.31142	11.73	V	1.66	1.52	50	
NGC4714	G	192.58021	-13.32433	14.24	B	2.00	1.11	152	
NGC4715	G	192.49117	27.82242	15.12	B	1.34	0.99	18	
NGC4716	G	192.63796	-9.45111	13.66	B	1.13	0.85	94	
NGC4717	G	192.64329	-9.46303	14.08	B	1.61	0.68	2	
NGC4718	G	192.63600	-5.28192	14.30	B	2.02	0.70	97	
NGC4719	G	192.53633	33.15914	14.04	B	1.42	1.25	159	
NGC4720	G	192.67825	-4.15583	14.18	B	1.23	0.73	107	
NGC4721	G	192.58300	27.32400	15.08	B	0.84	0.24	113	
NGC4722	G	192.88496	-13.33003	13.68	B	1.98	0.69	32	
NGC4723	G	192.76212	-13.23661	15.38	B	1.02	0.55	43	
NGC4724	G	192.72433	-14.33186	13.70	B	0.95	0.54	95	
NGC4725	G	192.61075	25.50081	9.38	V	9.71	7.10	36	
NGC4726	G	192.69192	-14.26856	15.47	B	1.10	0.24	76	
NGC4727	G	192.73850	-14.33294	12.22	V	2.70	1.54	127	
NGC4728	G	192.61700	27.43492	15.32	B	0.78	0.60	107	
NGC4729	G	192.94283	-41.13228	12.48	V	1.97	0.90	145	
NGC4730	G	193.00196	-41.14731	14.03	B	1.28	1.05	28	
NGC4731	G	192.75454	-6.39306	11.42	V	6.32	2.14	97	
NGC4732	G	192.52958	52.85011	14.92	B	1.21	0.56	8	
NGC4733	G	192.77825	10.91208	11.76	V	1.97	1.82	70	
NGC4734	G	192.80371	4.85906	14.26	B	0.97	0.80	60	
NGC4735	G	192.75721	28.92797	14.57	V	0.66	0.51	117	
NGC4736	G	192.72108	41.12044	8.24	V	7.74	6.68	105	M94
NGC4737	G	192.72058	34.15686	14.85	B	1.36	0.97	49	
NGC4738	G	192.78708	28.78806	13.44	V	1.82	0.26	33	
NGC4739	G	192.90450	-8.41022	14.18	B	1.50	1.37	115	
NGC4741	G	192.74800	47.67156	14.38	B	1.17	0.76	171	
NGC4742	G	192.95017	-10.45472	11.20	V	2.14	1.39	76	
NGC4743	G	193.06658	-41.39067	13.31	V	1.73	0.66	176	
NGC4744	G	193.08167	-41.06003	12.59	V	2.45	0.95	126	
NGC4745	G	192.85900	27.42128	15.16	V	0.61	0.56	25	
NGC4746	G	192.98067	12.08297	13.33	B	2.03	0.42	120	
NGC4747	G	192.94146	25.77708	12.38	V	2.09	1.00	33	
NGC4748	G	193.05192	-13.41472	14.03	V	1.27	0.82	66	
NGC4749	G	192.79987	71.63672	14.11	B	1.59	0.53	156	
NGC4750	G	192.53029	72.87464	12.10	V	2.40	2.06	142	
NGC4751	G	193.21162	-42.65992	13.00	B	1.66	0.63	175	
NGC4752	G	192.87113	13.78181	15.27	B	0.95	0.45	153	
NGC4753	G	193.09213	-1.19969	9.66	V	6.49	3.06	86	
NGC4754	G	193.07292	11.31389	10.48	V	4.16	1.95	22	
NGC4755	OCl	193.40450	-60.35631			7.80			Herschel's Jewel Box
NGC4756	G	193.21929	-15.41328	12.22	V	2.28	1.56	47	
NGC4757	G	193.20871	-10.31022	14.54	B	0.80	0.26	58	
NGC4758	G	193.18354	15.84853	13.41	B	2.75	0.77	159	
NGC4759	GPair	193.27167	-9.20222			1.60			
NGC4760	G	193.28012	-10.49419	11.58	V	2.57	2.01	9	
NGC4761	G	193.29087	-9.19781	14.85	B	1.55	0.65	168	
NGC4762	G	193.23354	11.23081	10.17	V	8.26	3.52	32	
NGC4763	G	193.36342	-17.00553	12.49	V	1.86	1.16	105	
NGC4764	G	193.27763	-9.25764	15.99	B	0.46	0.37	78	
NGC4765	G	193.31004	4.46311	12.98	V	1.16	0.85	80	
NGC4766	G	193.28404	-10.37819	15.35	B	0.98	0.23	129	
NGC4767	G	193.47062	-39.71431	11.51	V	2.82	1.39	141	
NGC4767A	G	193.25617	-39.83525	16.40	B	0.59	0.27	110	
NGC4767B	G	193.68762	-39.85228	13.93	B	1.47	1.17	96	
NGC4770	G	193.38396	-9.54150	13.78	B	1.73	1.11	88	
NGC4771	G	193.33842	1.26908	12.73	B	3.10	0.98	133	
NGC4772	G	193.37150	2.16839	11.34	V	4.12	2.00	155	
NGC4773	G	193.40004	-8.63875	13.67	B	0.85	0.52	77	
NGC4774	GPair	193.27583	36.82278			1.20			
NGC4774 NED01	G	193.27508	36.82633	17.16	B	0.40	0.27	143	
NGC4774 NED02	G	193.27746	36.81906	14.34	V	0.60	0.35	125	
NGC4775	G	193.44042	-6.62217	11.56	V	2.22	1.96	59	
NGC4776	G	193.26858	-9.19992	14.03	B	1.96	1.08	65	
NGC4777	G	193.49392	-8.77572	14.02	B	1.84	0.79	8	
NGC4778	G	193.27421	-9.20383	13.49	B	2.69	2.09	120	
NGC4779	G	193.46183	9.71006	13.07	B	1.86	1.31	54	
NGC4780	G	193.52179	-8.62111	13.51	B	1.96	0.50	173	
NGC4780A	G	193.51267	-8.65381	15.96	B	0.74	0.25	26	
NGC4781	G	193.59896	-10.53719	11.39	V	3.66	1.48	120	
NGC4782	G	193.64883	-12.56864	12.75	V	1.48	0.87	171	
NGC4783	G	193.65246	-12.55783	12.80	V	1.41	0.69	134	
NGC4784	G	193.65425	-10.61306	14.35	B	1.67	0.41	103	
NGC4785	G	193.36387	-48.74919	12.09	V	2.04	0.97	80	
NGC4786	G	193.63508	-6.85942	11.71	V	1.98	1.51	171	
NGC4787	G	193.52300	27.06864	15.36	B	1.02	0.32	1	
NGC4788	G	193.56679	27.30369	15.20	B	0.91	0.32	141	
NGC4789	G	193.57925	27.06803	12.06	V	1.66	1.12	174	
NGC4789A	G	193.52188	27.14964	13.92	V	1.90	1.24	37	
NGC4790	G	193.71642	-10.24783	12.41	B	1.69	0.93	87	
NGC4791	G	193.68313	8.05311	14.94	B	1.06	0.70	66	
NGC4792	G	193.76533	-12.49717	15.00	V	0.85	0.42	143	
NGC4793	G	193.66925	28.93867	11.64	V	1.82	0.94	54	
NGC4794	G	193.79375	-12.60847	13.00	V	1.12	0.51	151	
NGC4795	G	193.76192	8.06550	12.76	B	2.16	1.42	119	
NGC4796	G	193.76954	8.06622	15.35	B	1.80	1.73	110	
NGC4797	G	193.72988	27.41269	13.16	V	1.15	0.85	34	
NGC4799	G	193.81471	2.89664	13.80	B	1.44	0.62	91	
NGC4800	G	193.65750	46.53117	12.32	B	1.65	1.16	21	
NGC4801	G	193.65738	53.09000	15.15	B	1.35	0.67	138	
NGC4802	G	193.95683	-12.05531	11.34	V	2.64	2.30	18	
NGC4803	G	193.89033	8.24042	14.95	B	0.76	0.42	15	
NGC4806	G	194.05167	-29.50294	13.45	B	1.35	1.15	52	
NGC4807	G	193.87125	27.52142	13.49	V	0.88	0.65	22	
NGC4808	G	193.95396	4.30411	11.79	V	2.36	0.93	127	
NGC4809	G	193.71275	2.65408	13.78	V	1.58	0.64	65	
NGC4810	G	193.71333	2.64028	14.71	B	0.86	0.43	167	
NGC4811	G	194.21817	-41.79719	14.49	B	1.32	0.89	40	
NGC4812	G	194.21958	-41.81333	14.23	B	1.50	0.63	34	
NGC4813	G	194.15050	-6.81783	14.15	B	1.59	0.86	26	
NGC4814	G	193.84142	58.34411	12.03	V	2.75	2.00	128	
NGC4815	OCl	194.49321	-64.96175	8.60	V	3.90			
NGC4816	G	194.05062	27.74547	12.68	V	1.38	0.63	90	
NGC4817	G	194.12425	27.94000	15.77	B	0.69	0.60	120	
NGC4818	G	194.20375	-8.52531	11.34	V	4.27	1.28	178	
NGC4819	G	194.11608	26.98733	13.19	V	1.00	0.78	150	
NGC4820	G	194.25233	-13.71933	14.86	B	1.19	0.42	106	
NGC4821	G	194.12138	26.95700	15.02	B	0.59	0.34	8	
NGC4822	G	194.26558	-10.76183	14.36	B	1.38	0.97	93	
NGC4823	G	194.35683	-13.69869	15.97	B	0.81	0.22	178	
NGC4825	G	194.30100	-13.66483	11.56	V	2.69	1.64	139	
NGC4826	G	194.18183	21.68297	8.52	V	10.52	5.33	114	Black Eye Galaxy
NGC4827	G	194.18138	27.17864	12.90	V	1.22	0.97	34	
NGC4828	G	194.17858	28.02044	13.68	V	0.75	0.70	155	
NGC4829	G	194.35200	-13.73750	16.16	B	0.58	0.37	106	
NGC4830	G	194.36629	-19.69128	12.09	V	2.31	1.49	164	
NGC4831	G	194.40287	-27.29214	13.47	B	1.57	0.87	177	
NGC4832	G	194.44804	-39.76169	12.27	V	2.14	1.48	35	
NGC4833	GCl	194.89558	-70.87458	7.79	V	8.40			
NGC4834	G	194.10533	52.29586	15.09	B	1.08	0.46	109	
NGC4835	G	194.53267	-46.26422	11.81	V	3.30	0.68	150	
NGC4835A	G	194.30471	-46.37469	14.09	B	2.95	0.38	178	
NGC4836	G	194.39288	-12.74411	14.93	B	1.48	1.08	8	
NGC4837	GPair	194.20458	48.29861			1.30			
NGC4837 NED01	G	194.20125	48.29689	14.55	B	1.32	0.54	64	
NGC4837 NED02	G	194.20792	48.30011	14.40	B	0.33	0.28		
NGC4838	G	194.48400	-13.06008	14.00	B	1.79	1.41	9	
NGC4839	G	194.35150	27.49781	12.11	V	2.70	1.24	65	
NGC4840	G	194.38683	27.61033	13.68	V	0.73	0.70	125	
NGC4841	GPair	194.38708	28.47944			2.00			
NGC4841A	G	194.38312	28.47694	13.76	B	1.45	1.38	60	
NGC4841B	G	194.39121	28.48225	13.69	B	1.00	0.79	169	
NGC4842	GPair	194.39958	27.48917			1.00			
NGC4842A	G	194.39933	27.49325	15.22	B	0.58	0.57	70	
NGC4842B	G	194.40058	27.48481	16.11	B	0.42	0.29	49	
NGC4843	G	194.50342	-3.62114	14.20	B	1.98	0.44	91	
NGC4845	G	194.50496	1.57583	10.97	V	5.50	1.20	82	
NGC4846	G	194.44871	36.37072	14.54	B	1.21	0.50	62	
NGC4847	G	194.62063	-13.14092	15.33	B	0.83	0.63	155	
NGC4848	G	194.52350	28.24275	13.68	V	1.27	0.42	157	
NGC4849	G	194.55283	26.39689	14.27	B	1.40	0.99	176	
NGC4850	G	194.59100	27.96772	14.23	V	0.66	0.64	130	
NGC4851	G	194.59046	28.14875	14.94	V	0.40	0.33	94	
NGC4852	OCl	195.01829	-59.60944	8.90	V	5.40			
NGC4853	G	194.64663	27.59633	13.66	V	0.68	0.57	76	
NGC4854	G	194.69750	27.67475	13.95	V	0.95	0.67	44	
NGC4855	G	194.82687	-13.23103	14.32	B	1.68	1.24	170	
NGC4856	G	194.83863	-15.04217	10.62	V	4.25	1.57	38	
NGC4857	G	194.32642	70.20344	14.64	B	1.15	0.66	118	
NGC4858	G	194.75850	28.11575	15.22	V	0.51	0.42	28	
NGC4859	G	194.75762	26.81567	13.59	V	1.51	0.65	93	
NGC4860	G	194.76625	28.12369	13.43	V	1.07	0.94	121	
NGC4861	G	194.75975	34.85944	12.32	V	3.81	1.45	18	
NGC4862	G	194.87842	-14.13233	15.31	B	1.09	0.89	147	
NGC4863	G	194.92692	-14.02964	14.90	B	1.90	0.40	23	
NGC4864	G	194.80462	27.97700	13.50	V	0.77	0.47	90	
NGC4865	G	194.83279	28.08431	13.44	V	0.88	0.42	113	
NGC4866	G	194.86308	14.17106	11.08	V	5.77	0.98	88	
NGC4867	G	194.81354	27.97072	14.41	V	0.65	0.50	13	
NGC4868	G	194.78708	37.31033	12.95	B	1.43	1.30	155	
NGC4869	G	194.84733	27.91158	13.36	V	0.77	0.73	0	
NGC4870	G	194.82404	37.04836	15.54	B	0.91	0.31	2	
NGC4871	G	194.87483	27.95644	14.22	V	0.77	0.57	160	
NGC4872	G	194.89183	27.94694	13.59	V	0.67	0.41	124	
NGC4873	G	194.88662	27.98361	14.16	V	0.81	0.52	103	
NGC4874	G	194.89879	27.95928	11.83	V	2.29	1.98	49	
NGC4875	G	194.90796	27.90733	14.65	V	0.48	0.36	117	
NGC4876	G	194.93504	27.91247	14.38	V	0.56	0.42	26	
NGC4877	G	195.10975	-15.28344	13.08	B	2.36	0.94	8	
NGC4878	G	195.08404	-6.10383	13.96	B	1.53	1.43	70	
NGC4880	G	195.04404	12.48331	12.66	B	2.63	1.97	164	
NGC4881	G	194.99000	28.24739	13.48	V	0.98	0.91	15	
NGC4883	G	194.98337	28.03472	14.31	V	0.77	0.61	83	
NGC4885	G	195.14112	-6.85308	14.92	B	0.85	0.66	100	
NGC4886	G	195.01850	27.98758	13.84	V	0.80	0.70	112	
NGC4887	G	195.16358	-14.66625	14.14	B	1.14	0.59	155	
NGC4888	G	195.15108	-6.07519	14.32	B	1.55	0.79	107	
NGC4889	G	195.03387	27.97700	11.45	V	2.59	1.68	80	
NGC4890	G	195.16300	-4.60433	13.84	B	0.96	0.79	93	
NGC4892	G	195.01471	26.89811	14.53	B	1.40	0.26	12	
NGC4893	G	194.99838	37.19339	15.47	B	1.10	0.70	3	
NGC4893A	G	194.99933	37.18814	15.95	B	0.56	0.39	177	
NGC4894	G	195.06883	27.96753	15.18	V	0.60	0.28	36	
NGC4895	G	195.07471	28.20231	13.20	V	1.66	0.56	152	
NGC4895A	G	195.03800	28.17039	14.94	V	0.59	0.32	99	
NGC4896	G	195.12825	28.34622	13.90	V	0.85	0.48	5	
NGC4897	G	195.22062	-13.44981	12.54	V	2.65	2.12	153	
NGC4898	GPair	195.07500	27.95722			0.80			
NGC4898A	G	195.07362	27.95539	14.59	V	0.68	0.31	96	
NGC4898B	G	195.07538	27.95656	14.33	V	0.61	0.47	155	
NGC4899	G	195.23596	-13.94422	12.33	V	2.02	1.17	15	
NGC4900	G	195.16296	2.50144	11.36	V	2.13	2.02	150	
NGC4901	G	194.98504	47.20556	15.22	B	1.15	1.10	155	
NGC4902	G	195.24887	-14.51364	11.26	V	2.63	2.37	78	
NGC4903	G	195.34488	-30.93497	12.50	V	1.72	1.41	90	
NGC4904	G	195.24442	-0.02761	11.96	V	1.99	1.24	7	
NGC4905	G	195.37783	-30.86828	14.29	B	1.55	0.50	174	
NGC4906	G	195.16571	27.92389	14.10	V	0.70	0.64	0	
NGC4907	G	195.20333	28.15833	13.66	V	1.00	0.90	32	
NGC4908	G	195.22692	28.00764	13.23	V	1.19	0.77	97	
NGC4909	G	195.50771	-42.77142	12.76	V	1.96	1.80	30	
NGC4911	G	195.23367	27.79083	12.88	V	1.16	0.96	130	
NGC4912	G	195.39000	29.13061	13.84	V	1.06	0.53	135	
NGC4913	G	195.43071	29.04467	13.84	V	1.45	0.40	88	
NGC4914	G	195.17896	37.31528	11.60	V	2.69	1.31	154	
NGC4915	G	195.36758	-4.54653	12.00	V	1.64	1.55	65	
NGC4916	G	195.51750	29.25344	13.95	V	0.98	0.23	156	
NGC4917	G	195.23154	47.22211	14.87	B	1.33	0.81	152	
NGC4918	G	195.46092	-4.50056	15.07	B	0.89	0.33	77	
NGC4919	G	195.32329	27.80908	14.04	V	1.11	0.58	142	
NGC4920	G	195.51729	-11.37842	14.15	B	1.08	0.83	170	
NGC4921	G	195.35896	27.88594	12.62	V	1.96	1.80	135	
NGC4922	GPair	195.35375	29.31111			1.10			
NGC4922 NED01	G	195.35217	29.30836	14.00	V	1.23	1.17	137	
NGC4922 NED02	G	195.35525	29.31378	14.02	V	0.58	0.34	123	
NGC4923	G	195.38250	27.84753	13.74	V	0.72	0.67	60	
NGC4924	G	195.55354	-14.96983	13.87	B	1.77	1.35	58	
NGC4925	G	195.53079	-7.71078	14.34	B	1.18	0.87	119	
NGC4926	G	195.47388	27.62444	12.99	V	1.23	1.04	64	
NGC4926A	G	195.53283	27.64831	15.39	B	0.63	0.44	87	
NGC4927	G	195.49000	28.00589	14.75	B	1.01	0.64	12	
NGC4928	G	195.75238	-8.08497	12.92	B	1.05	0.80	73	
NGC4929	G	195.68500	28.04536	14.88	B	0.82	0.68	48	
NGC4930	G	196.02196	-41.41158	11.43	V	3.54	2.84	44	
NGC4931	G	195.75367	28.03247	13.43	V	1.65	0.62	77	
NGC4932	G	195.65712	50.43842	14.55	B	1.44	1.08	1	
NGC4933	GTrpl	195.99125	-11.49778			3.50			
NGC4933A	G	195.97804	-11.50506	13.96	B	0.74	0.74	40	
