# id	type	ra	dec	mag	band	majax	minax	pa	name
# OpenNGC (Mattia Verga), CC-BY-SA-4.0. J2000. Axes in arcminutes, angles in degrees.
# mag is V where measured and B otherwise; `band` says which. See NOTICE.txt.
NGC4151	G	182.63575	39.40572	11.48	V	2.88	2.21	50	
NGC4152	G	182.65625	16.03292	12.50	V	1.36	0.89	138	
NGC4155	G	182.69037	19.04083	14.43	B	1.24	1.05	76	
NGC4156	G	182.70671	39.47272	13.53	V	1.11	0.95	71	
NGC4157	G	182.76821	50.48467	11.29	V	6.22	1.14	65	
NGC4158	G	182.79237	20.17567	13.28	B	1.45	1.14	77	
NGC4159	G	182.72342	76.12586	14.22	B	1.36	0.55	34	
NGC4161	G	182.88942	57.73750	13.74	B	1.06	0.68	51	
NGC4162	G	182.96863	24.12367	11.70	V	2.28	1.37	173	
NGC4163	G	183.03817	36.16919	13.15	V	1.67	1.12	8	
NGC4164	G	183.02275	13.20564	15.36	B	0.71	0.46	114	
NGC4165	G	183.04917	13.24653	13.63	V	1.24	0.67	161	
NGC4166	G	183.03983	17.75703	14.16	B	1.05	0.52	34	
NGC4168	G	183.07196	13.20519	11.45	V	2.92	2.28	121	
NGC4169	G	183.07825	29.17942	12.20	V	1.64	0.81	151	
NGC4172	G	183.06204	56.17756	14.26	B	1.23	1.16	0	
NGC4173	G	183.08942	29.20706	13.34	V	2.34	0.52	134	
NGC4174	G	183.11204	29.14922	13.64	V	0.91	0.41	50	
NGC4175	G	183.12937	29.16844	13.45	V	1.61	0.33	130	
NGC4176	G	183.15346	-9.16047	15.44	B	0.70	0.46	76	
NGC4177	G	183.17192	-14.01456	13.29	B	1.82	1.27	61	
NGC4178	G	183.19354	10.86597	11.43	V	4.66	1.24	32	
NGC4179	G	183.21712	1.29969	10.93	V	4.48	1.22	146	
NGC4180	G	183.26271	7.03894	13.22	B	1.45	0.49	21	
NGC4181	G	183.20413	52.90331	14.83	B	1.12	0.77	8	
NGC4183	G	183.32033	43.69858	12.29	V	4.29	0.63	166	
NGC4184	OCl	183.38579	-62.72142			6.00			
NGC4185	G	183.34250	28.51097	13.41	B	1.85	1.26	165	
NGC4186	G	183.52721	14.72581	14.52	B	1.02	0.79	57	
NGC4187	G	183.37200	50.74150	14.26	B	1.64	1.05	147	
NGC4188	G	183.53067	-12.58600	14.31	B	0.67	0.55	110	
NGC4189	G	183.44696	13.42481	11.84	V	2.20	1.79	87	
NGC4190	G	183.43654	36.63403	13.13	V	1.53	1.41	30	
NGC4191	G	183.46000	7.20089	13.56	B	1.52	1.23	3	
NGC4192	G	183.45121	14.90033	10.84	V	11.04	2.66	152	M98
NGC4193	G	183.47329	13.17286	12.29	V	2.23	0.99	90	
NGC4194	G	183.53946	54.52683	12.77	V	1.64	1.14	170	Medusa Galaxy Merger
NGC4195	G	183.57533	59.61544	15.29	B	1.51	1.32	173	
NGC4196	G	183.62396	28.42344	13.62	B	1.14	0.81	59	
NGC4197	G	183.66062	5.80572	13.36	B	2.84	0.73	36	
NGC4198	G	183.59187	56.01144	14.44	B	0.80	0.43	137	
NGC4199	GPair	183.70917	59.90750			1.10			
NGC4199A	G	183.70263	59.90619	15.30	B	1.02	0.69	49	
NGC4199B	G	183.71542	59.90839	16.43	B	0.85	0.41	83	
NGC4200	G	183.68429	12.18075	12.96	V	1.43	0.86	97	
NGC4201	G	183.67442	-11.58286	14.47	B	1.00	0.73	81	
NGC4202	G	184.53563	-1.06411	14.53	B	1.03	0.56	129	
NGC4203	G	183.77108	33.19733	11.55	V	3.42	1.43	10	
NGC4204	G	183.81017	20.65858	12.89	B	4.06	4.06	120	
NGC4205	G	183.73142	63.78278	13.71	B	1.67	0.66	31	
NGC4206	G	183.82004	13.02397	12.17	V	4.69	0.88	0	
NGC4207	G	183.87708	9.58489	13.40	B	1.50	0.77	122	
NGC4208	G	183.91400	13.90150	11.10	V	2.80	1.69	74	
NGC4210	G	183.81596	65.98533	13.38	B	1.94	1.39	96	
NGC4211	G	183.89937	28.17764	14.30	B	1.03	0.60	123	
NGC4211A	G	183.90550	28.16964	15.85	B	0.44	0.29	157	
NGC4213	G	183.90650	23.98189	12.57	V	1.57	1.10	67	
NGC4214	G	183.91321	36.32689	9.77	V	6.79	5.28	128	
NGC4215	G	183.97725	6.40114	11.96	V	1.69	0.57	174	
NGC4216	G	183.97683	13.14939	9.93	V	7.82	1.84	20	
NGC4217	G	183.96208	47.09178	11.23	V	5.43	1.61	50	
NGC4218	G	183.94338	48.13083	13.45	B	0.96	0.62	135	
NGC4219	G	184.11383	-43.32425	11.83	V	3.75	1.23	31	
NGC4219A	G	184.49954	-43.54003	14.73	B	1.29	0.56	31	
NGC4220	G	184.04879	47.88325	11.33	V	3.30	0.99	140	
NGC4221	G	183.99942	66.23081	13.32	B	1.85	1.21	24	
NGC4222	G	184.09383	13.30706	13.80	B	2.83	0.42	56	
NGC4223	G	184.35754	6.69008	11.95	V	2.02	1.25	131	
NGC4224	G	184.14079	7.46208	11.77	V	2.90	1.17	55	
NGC4225	G	184.15988	-12.32767	14.97	B	0.84	0.61	66	
NGC4226	G	184.10950	47.02519	14.34	B	1.12	0.53	123	
NGC4227	G	184.14042	33.52206	13.72	B	1.49	0.82	71	
NGC4229	G	184.16163	33.56089	14.22	B	1.24	0.79	9	
NGC4230	OCl	184.28904	-55.28614	9.40	V	5.40			
NGC4231	G	184.20363	47.45739	14.65	B	0.78	0.63	3	
NGC4232	G	184.20429	47.43881	14.52	B	1.23	0.54	152	
NGC4233	G	184.28200	7.62439	11.94	V	2.34	0.98	177	
NGC4234	G	184.28817	3.68306	12.88	V	1.15	1.11	25	
NGC4235	G	184.29117	7.19158	11.97	V	4.41	0.89	49	
NGC4236	G	184.17550	69.46258	9.77	V	23.50	6.85	161	
NGC4237	G	184.29758	15.32397	11.83	V	1.82	1.18	106	
NGC4238	G	184.23250	63.40992	14.13	B	1.73	0.53	35	
NGC4239	G	184.31221	16.53139	12.77	V	1.36	0.79	117	
NGC4240	G	184.35150	-9.95164	14.27	B	1.47	1.28	90	
NGC4241	G	184.49958	6.65419	13.05	V	1.46	1.03	164	
NGC4242	G	184.37575	45.61931	11.03	V	3.80	2.67	23	
NGC4244	G	184.37358	37.80711	10.18	V	16.22	7.24	45	
NGC4245	G	184.40321	29.60800	11.42	V	2.55	1.62	145	
NGC4246	G	184.49217	7.18592	12.72	V	2.14	1.09	84	
NGC4247	G	184.49200	7.27394	14.79	B	0.99	0.84	43	
NGC4248	G	184.45771	47.40919	12.58	V	2.01	0.90	108	
NGC4249	G	184.49746	5.59858	14.48	B	0.86	0.84	100	
NGC4250	G	184.35946	70.80258	12.90	B	1.87	0.94	166	
NGC4251	G	184.53438	28.17539	10.77	V	2.34	1.23	100	
NGC4252	G	184.62871	5.55947	14.65	B	1.19	0.41	49	
NGC4253	G	184.61046	29.81286	13.23	V	0.89	0.64	73	
NGC4254	G	184.70667	14.41650	9.84	V	5.04	4.74	23	Coma Pinwheel
NGC4255	G	184.73396	4.78614	13.40	B	1.35	0.62	113	
NGC4256	G	184.67954	65.89825	12.68	B	3.87	0.76	41	
NGC4257	G	184.77696	5.72597	14.57	B	0.47	0.18	66	
NGC4258	G	184.73958	47.30397	9.29	V	16.98	7.24	150	M106
NGC4259	G	184.84254	5.37639	13.57	V	1.04	0.45	143	
NGC4260	G	184.84267	6.09867	11.55	V	2.51	1.15	58	
NGC4261	G	184.84675	5.82522	11.11	V	4.25	3.35	160	
NGC4262	G	184.87738	14.87767	11.46	V	1.74	1.52	145	
NGC4263	G	184.92583	-12.22556	13.64	B	1.16	0.55	116	
NGC4264	G	184.89900	5.84675	12.79	V	0.86	0.67	110	
NGC4266	G	184.92625	5.53828	13.42	B	2.00	0.50	74	
NGC4267	G	184.93850	12.79828	10.89	V	2.55	1.76	143	
NGC4268	G	184.94675	5.28378	12.71	V	1.51	0.64	47	
NGC4269	G	184.95496	6.01497	13.41	B	1.22	0.93	130	
NGC4270	G	184.95612	5.46344	12.18	V	1.88	0.78	110	
NGC4271	G	184.88583	56.73658	13.59	B	1.77	1.36	59	
NGC4272	G	184.94850	30.33908	14.04	B	1.02	0.83	117	
NGC4273	G	184.98367	5.34333	11.80	V	2.19	1.95	11	
NGC4274	G	184.96079	29.61447	10.42	V	3.63	1.70	102	
NGC4275	G	184.96908	27.62100	13.37	B	0.87	0.81	120	
NGC4276	G	185.03117	7.69186	13.56	B	1.34	1.18	80	
NGC4277	G	185.01550	5.34136	13.50	V	0.76	0.32	132	
NGC4278	G	185.02842	29.28075	10.21	V	2.89	2.83	35	
NGC4279	G	185.10417	-11.66661	15.13	B	1.17	0.72	26	
NGC4280	Other	185.13292	-11.65244						
NGC4281	G	185.08967	5.38639	11.31	V	2.85	1.43	86	
NGC4282	G	185.10129	5.57283	14.55	B	0.88	0.56	100	
NGC4283	G	185.08688	29.31094	12.32	V	1.23	1.13	140	
NGC4284	G	185.05258	58.09289	14.49	B	1.90	0.86	101	
NGC4285	G	185.16583	-11.64192	15.00	B	0.93	0.46	43	
NGC4286	G	185.17538	29.34589	14.51	B	1.08	0.38	144	
NGC4287	G	185.20208	5.63989	14.99	B	1.22	0.39	71	
NGC4288	G	185.15879	46.29167	12.91	V	1.70	1.35	138	
NGC4288A	G	185.16904	46.25544	15.70	B	0.72	0.64	155	
NGC4289	G	185.25937	3.72214	14.32	B	4.26	0.46	1	
NGC4290	G	185.19804	58.09250	12.76	B	2.19	1.47	70	
NGC4291	G	185.07583	75.37083	11.42	V	1.93	1.62	108	
NGC4292	G	185.31858	4.59569	12.21	V	1.60	1.11	10	
NGC4293	G	185.30371	18.38239	10.17	V	6.24	3.72	72	
NGC4294	G	185.32429	11.51044	12.05	V	2.69	1.02	148	
NGC4295	G	185.29075	28.16511	14.87	B	0.51	0.44	152	
NGC4296	G	185.36829	6.65356	13.68	V	1.44	0.79	16	
NGC4297	G	185.36421	6.67103	12.92	V	0.64	0.31	171	
NGC4298	G	185.38650	14.60617	11.35	V	2.54	1.40	137	
NGC4299	G	185.41896	11.49992	12.47	V	1.48	1.38	0	
NGC4300	G	185.42279	5.38481	13.36	B	1.79	0.72	40	
NGC4301	G	185.61338	4.56628	13.12	V	1.14	1.09	15	
NGC4302	G	185.42700	14.59831	11.54	V	6.00	1.13	178	
NGC4303	G	185.47875	4.47364	10.25	V	6.89	6.56	20	M61
NGC4304	G	185.55300	-33.48450	11.77	V	2.48	2.43	105	
NGC4305	G	185.51500	12.74092	12.61	V	2.30	1.19	30	
NGC4306	G	185.51713	12.78747	13.58	B	1.49	1.06	142	
NGC4307	G	185.52367	9.04364	12.71	B	3.44	0.81	24	
NGC4307A	G	185.53050	8.99056	14.98	B	0.76	0.69	90	
NGC4308	G	185.48687	30.07436	13.25	V	0.94	0.69	21	
NGC4309	G	185.55158	7.14431	13.56	B	1.93	0.92	86	
NGC4310	G	185.60958	29.20903	13.44	B	1.93	0.76	148	
NGC4312	G	185.63067	15.53792	11.70	V	5.02	1.15	170	
NGC4313	G	185.66058	11.80094	12.42	B	3.80	0.99	141	
NGC4314	G	185.63258	29.89589	10.57	V	3.70	3.56	150	
NGC4316	G	185.67600	9.33247	13.54	B	2.47	0.58	112	
NGC4317	Other	185.67492	31.03786						
NGC4318	G	185.68037	8.19828	14.20	V	0.73	0.50	65	
NGC4319	G	185.43279	75.32258	12.88	B	2.45	0.97	154	
NGC4320	G	185.74050	10.54833	14.91	B	0.94	0.66	149	
NGC4321	G	185.72846	15.82181	9.47	V	6.10	5.62	108	M100
NGC4323	G	185.75721	15.90558	13.76	V	1.23	0.71	133	
NGC4324	G	185.77575	5.25033	11.50	V	2.96	1.21	55	
NGC4325	G	185.77783	10.62119	13.30	V	1.23	0.77	180	
NGC4326	G	185.79846	6.07214	14.23	B	1.13	1.07	110	
NGC4328	G	185.83346	15.82039	14.19	B	1.60	1.23	99	
NGC4329	G	185.83629	-12.55861	14.65	B	1.08	0.59	49	
NGC4330	G	185.82187	11.36797	13.12	B	2.29	0.60	60	
NGC4331	G	185.64983	76.17247	14.71	B	1.58	0.37	2	
NGC4332	G	185.69483	65.84378	13.22	B	1.97	1.43	137	
NGC4333	G	185.84279	6.04072	14.33	B	0.80	0.75	90	
NGC4334	G	185.84950	7.47319	14.09	B	2.00	0.91	135	
NGC4335	G	185.75783	58.44456	13.64	B	1.85	1.37	149	
NGC4336	G	185.87429	19.42692	13.23	B	1.54	0.81	162	
NGC4337	OCl	186.01379	-58.12378	8.90	V	6.60			
NGC4339	G	185.89562	6.08175	11.41	V	2.32	2.20	50	
NGC4340	G	185.89704	16.72236	11.15	V	2.82	1.79	87	
NGC4341	G	185.97317	7.10711	13.26	V	1.67	0.51	95	
NGC4342	G	185.91250	7.05400	12.51	V	1.25	0.64	165	
NGC4343	G	185.91125	6.95408	12.29	V	1.92	1.92	130	
NGC4344	G	185.90612	17.54086	13.31	B	1.34	1.30	56	
NGC4346	G	185.86642	46.99383	12.14	B	3.13	1.13	99	
NGC4348	G	185.97496	-3.44292	12.28	V	2.67	0.50	31	
NGC4349	OCl	186.02517	-61.87044	7.40	V	6.30			
NGC4350	G	185.99113	16.69342	10.87	V	2.80	1.33	28	
NGC4351	G	186.00625	12.20478	12.55	V	1.58	1.28	72	
NGC4352	G	186.02092	11.21806	12.52	V	1.64	0.77	102	
NGC4353	G	186.00108	7.78519	13.41	V	1.05	0.81	67	
NGC4355	G	186.72758	-0.87761	13.37	V	1.41	0.68	64	
NGC4356	G	186.06054	8.53586	13.41	B	2.01	0.73	40	
NGC4357	G	185.99508	48.77947	12.68	V	3.48	1.27	77	
NGC4358	G	186.00842	58.38522	14.18	B	1.15	0.92	167	
NGC4359	G	186.04654	31.52194	13.65	B	1.38	0.83	108	
NGC4360	G	186.09042	9.29278	13.32	B	1.40	1.20	148	
NGC4360B	G	186.06133	9.26686	14.90	B	0.50	0.41	151	
NGC4361	PN	186.12817	-18.78483	10.90	V	1.05			
NGC4362	G	186.04692	58.36067	14.96	B	1.28	0.49	41	
NGC4363	G	185.86833	74.95222	14.54	B	0.79	0.63	10	
NGC4365	G	186.11783	7.31767	9.43	V	5.12	3.66	40	
NGC4366	G	186.19588	7.35303	14.90	B	0.85	0.31	41	
NGC4369	G	186.15083	39.38300	11.69	V	1.98	1.89	175	
NGC4370	G	186.22875	7.44489	13.84	V	1.62	1.06	79	
NGC4371	G	186.23096	11.70422	10.83	V	3.88	1.81	96	
NGC4372	GCl	186.43908	-72.65908	9.85	V	12.00			
NGC4373	G	186.32425	-39.75972	10.92	V	3.98	2.11	54	
NGC4373A	G	186.40721	-39.31967	12.20	V	2.80	1.04	152	
NGC4373B	G	186.68242	-39.13422	15.06	B	1.03	0.80	95	
NGC4374	G	186.26558	12.88697	9.79	V	7.41	6.44	133	M84
NGC4375	G	186.25196	28.55861	13.83	B	1.16	0.85	14	
NGC4376	G	186.32525	5.74119	13.81	B	1.32	0.79	152	
NGC4377	G	186.30142	14.76217	11.80	V	1.60	1.24	179	
NGC4378	G	186.32542	4.92514	11.29	V	2.09	1.93	155	
NGC4379	G	186.31142	15.60747	11.63	V	1.87	1.52	103	
NGC4380	G	186.34238	10.01681	11.29	V	3.35	1.78	158	
NGC4382	G	186.35046	18.19150	9.05	V	6.95	5.35	12	M85
NGC4383	G	186.35633	16.47014	12.18	V	1.67	0.90	31	
NGC4384	G	186.29992	54.50622	13.06	V	1.27	0.99	85	
NGC4385	G	186.42833	0.57261	12.96	V	2.15	1.16	91	
NGC4386	G	186.11813	75.52892	11.69	V	2.52	1.44	135	
NGC4387	G	186.42367	12.81053	12.13	V	1.58	0.94	138	
NGC4388	G	186.44479	12.66208	11.02	V	5.38	1.29	91	
NGC4389	G	186.39625	45.68467	12.55	B	2.51	1.67	98	
NGC4390	G	186.46112	10.45906	13.34	B	1.52	1.13	99	
NGC4391	G	186.32829	64.93347	13.73	B	1.25	1.24	125	
NGC4392	G	186.32900	45.84747	14.29	B	1.58	1.16	75	
NGC4393	G	186.46346	27.56156	13.72	B	2.92	2.70	15	
NGC4394	G	186.48137	18.21406	11.03	V	3.48	3.35	145	
NGC4395	G	186.45358	33.54692	10.29	V	4.17	1.39	128	
NGC4396	G	186.49508	15.67147	12.64	V	2.97	1.04	124	
NGC4397	Other	186.49233	18.30103						
NGC4399	Other	186.42921	33.51608						
NGC4400	Other	186.48296	33.51483						
NGC4401	Other	186.48987	33.52836						
NGC4402	G	186.53187	13.11333	11.78	V	3.52	1.00	89	
NGC4403	G	186.55329	-7.68494	13.49	B	1.58	0.61	17	
NGC4404	G	186.56754	-7.68083	14.25	B	1.56	1.00	139	
NGC4405	G	186.52979	16.18100	12.94	B	1.52	1.02	21	
NGC4406	G	186.54892	12.94622	8.86	V	11.53	8.43	128	M86
NGC4407	G	186.63438	12.61097	12.25	V	2.08	1.46	53	
NGC4408	G	186.57183	27.87117	15.15	B	0.62	0.52	36	
NGC4409	G	186.74375	2.49436	12.77	B	1.82	0.89	9	
NGC4410	GPair	186.62025	9.01967			1.20			
NGC4410A	G	186.61787	9.01986	16.08	V	0.62	0.45	135	
NGC4410B	G	186.62325	9.01922	14.17	B	0.58	0.53	105	
NGC4410C	G	186.64792	9.03547	14.78	B	0.85	0.56	93	
NGC4411	G	186.62542	8.87222	12.82	V	1.63	0.98	19	
NGC4411B	G	186.69679	8.88461	12.41	V	1.92	1.72	90	
NGC4412	G	186.65033	3.96469	13.16	V	1.50	1.35	109	
NGC4414	G	186.61292	31.22353	10.20	V	1.95	1.12	162	
NGC4415	G	186.66871	8.43569	13.59	B	1.28	1.13	6	
NGC4416	G	186.69467	7.91900	11.57	V	1.57	1.37	112	
NGC4417	G	186.71087	9.58425	11.22	V	3.09	1.09	49	
NGC4419	G	186.73517	15.04739	11.06	V	3.89	1.30	133	
NGC4421	G	186.76058	15.46147	11.42	V	2.59	1.97	9	
NGC4422	G	186.80046	-5.83100	14.59	B	1.48	1.43	80	
NGC4423	G	186.78737	5.88017	13.88	B	2.05	0.41	20	
NGC4424	G	186.79837	9.42067	11.68	V	3.04	1.57	95	
NGC4425	G	186.80554	12.73472	11.95	V	3.08	1.26	26	
NGC4428	G	186.86792	-8.16789	13.15	B	1.62	0.67	93	
NGC4429	G	186.86046	11.10772	10.08	V	5.30	2.42	98	
NGC4430	G	186.86004	6.26278	12.65	B	2.02	1.50	75	
NGC4431	G	186.86408	12.29028	12.97	V	1.53	0.88	179	
NGC4432	G	186.88737	6.23325	14.93	B	0.64	0.49	4	
NGC4433	G	186.91079	-8.27842	12.66	V	2.00	0.67	3	
NGC4434	G	186.90283	8.15433	12.12	V	1.42	1.36	75	
NGC4435	G	186.91871	13.07894	10.96	V	3.03	2.14	12	Eyes
NGC4436	G	186.92183	12.31589	13.19	V	1.66	0.79	114	
NGC4438	G	186.93996	13.00883	10.92	V	9.16	4.02	27	Eyes
NGC4439	OCl	187.10979	-60.10322	8.40	V	4.50			
NGC4440	G	186.97321	12.29328	11.81	V	1.77	1.44	120	
NGC4441	G	186.83479	64.80150	12.67	V	4.13	2.96	171	
NGC4442	G	187.01617	9.80372	10.60	V	4.32	1.61	87	
NGC4444	G	187.15171	-43.26175	13.06	B	2.27	1.85	68	
NGC4445	G	187.06637	9.43619	12.76	V	2.54	0.50	105	
NGC4446	G	187.02829	13.91175	14.58	B	0.98	0.59	89	
NGC4447	G	187.05221	13.89922	14.80	B	0.75	0.62	117	
NGC4448	G	187.06429	28.62031	11.11	V	1.58	1.04	92	
NGC4449	G	187.04625	44.09364	9.64	V	4.66	2.71	51	
NGC4450	G	187.12346	17.08494	10.87	V	5.46	3.78	173	
NGC4451	G	187.16896	9.25881	12.51	V	1.35	0.86	166	
NGC4452	G	187.18046	11.75503	11.90	V	3.36	0.60	32	
NGC4453	GPair	187.19667	6.50750			1.20			
NGC4453 NED01	G	187.19504	6.51200	15.71	B	0.63	0.30	157	
NGC4453 NED02	G	187.19867	6.50356	17.82	B	0.34	0.22	42	
NGC4454	G	187.21146	-1.93919	11.93	V	2.17	1.99	25	
NGC4455	G	187.18379	22.82044	13.12	B	1.61	0.56	16	
NGC4456	G	186.96833	-30.09789	14.12	B	1.29	0.69	154	
NGC4457	G	187.24588	3.57058	10.57	V	2.79	2.37	79	
NGC4458	G	187.23987	13.24189	12.12	V	1.59	1.48	175	
NGC4459	G	187.25004	13.97836	10.25	V	4.17	3.16	109	
NGC4460	G	187.18983	44.86422	12.40	B	3.93	1.05	40	
NGC4461	G	187.26254	13.18375	11.02	V	3.61	1.23	8	
NGC4462	G	187.33842	-23.16636	11.85	V	3.60	1.33	124	
NGC4463	OCl	187.48008	-64.78967	7.20	V	4.80			
NGC4464	G	187.33871	8.15661	12.60	V	1.01	0.76	11	
NGC4465	G	187.34808	8.02600	15.22	B	0.26	0.21	108	
NGC4466	G	187.37737	7.69642	14.34	B	0.93	0.57	101	
NGC4467	G	187.37604	7.99286	14.15	V	0.59	0.49	55	
NGC4468	G	187.37875	14.04908	12.96	V	1.54	1.00	72	
NGC4469	G	187.36679	8.74992	11.04	V	2.86	1.05	87	
NGC4470	G	187.40742	7.82419	13.06	B	1.28	0.86	1	
NGC4471	G	187.40437	7.93275	15.24	V	0.44	0.43	150	
NGC4472	G	187.44483	8.00047	8.28	V	10.21	8.38	156	M49
NGC4473	G	187.45362	13.42936	10.09	V	4.27	2.51	100	
NGC4474	G	187.47312	14.06858	11.56	V	2.33	1.57	79	
NGC4475	G	187.44825	27.24333	13.85	V	1.10	0.61	9	
NGC4476	G	187.49617	12.34867	12.20	V	1.70	1.15	27	
NGC4477	G	187.50917	13.63661	10.31	V	3.70	3.22	26	
NGC4478	G	187.57258	12.32856	11.44	V	1.75	1.43	144	
NGC4479	G	187.57654	13.57764	12.52	V	1.43	1.25	14	
NGC4480	G	187.61158	4.24658	12.40	V	1.89	0.97	173	
NGC4481	G	187.45279	64.03300	14.76	B	1.23	0.52	146	
NGC4482	G	187.54304	10.77947	13.01	V	1.51	0.85	137	
NGC4483	G	187.66938	9.01567	12.18	V	1.65	0.85	70	
NGC4484	G	187.21950	-11.65206	14.21	B	1.26	1.10	72	
NGC4485	G	187.62971	41.70117	12.18	V	2.01	1.34	2	
NGC4486	G	187.70592	12.39111	9.00	V	7.11	6.67	153	Virgo Galaxy
NGC4486A	G	187.74046	12.27036	12.53	V	0.92	0.81	25	
NGC4486B	G	187.63321	12.49017	13.38	V	0.38	0.37	20	
NGC4487	G	187.76858	-8.05392	11.45	V	3.46	1.90	74	
NGC4488	G	187.71404	8.36000	12.02	V	2.75	0.76	167	
NGC4489	G	187.71771	16.75886	12.68	V	1.72	1.56	125	
NGC4490	G	187.65100	41.64389	9.72	V	6.71	1.65	133	
NGC4491	G	187.73796	11.48353	12.43	V	1.64	0.86	147	
NGC4492	G	187.74879	8.07786	11.99	V	2.11	1.86	65	
NGC4493	G	187.78488	0.61369	14.72	B	1.52	0.74	139	
NGC4494	G	187.85042	25.77525	9.80	V	4.35	4.13	173	
NGC4495	G	187.84533	29.13647	13.46	V	1.34	0.57	132	
NGC4496	GPair	187.91667	3.93278			3.50			
NGC4496A	G	187.91338	3.93947	11.59	V	3.37	2.78	68	
NGC4496B	G	187.92033	3.92633	14.52	B	1.05	0.91	112	
NGC4497	G	187.88554	11.62472	12.46	V	2.00	1.03	62	
NGC4498	G	187.91483	16.85278	12.76	B	2.88	1.53	131	
NGC4499	G	188.02058	-39.98247	13.14	V	2.01	1.29	102	
NGC4500	G	187.84233	57.96464	12.52	V	1.53	1.06	135	
NGC4501	G	187.99650	14.42039	10.33	V	8.65	4.38	138	M88
NGC4502	G	188.01396	16.68772	14.56	B	1.04	0.54	43	
NGC4503	G	188.02596	11.17642	10.97	V	3.48	1.58	12	
NGC4504	G	188.07271	-7.56344	11.61	V	3.18	1.97	163	
NGC4506	G	188.04387	13.41961	13.56	B	1.63	1.11	107	
NGC4507	G	188.90263	-39.90925	13.13	V	1.39	1.19	50	
NGC4509	G	188.27829	32.09156	14.08	B	0.67	0.37	161	
NGC4510	G	187.94671	64.23381	14.07	B	1.46	0.84	151	
NGC4511	G	188.03379	56.47117	14.52	B	0.92	0.57	7	
NGC4512	G	188.19854	63.93919	12.97	B	2.57	0.50	166	
NGC4513	G	188.00633	66.33258	13.99	B	2.06	1.35	16	
NGC4514	G	188.17904	29.71239	13.98	V	1.00	0.80	62	
NGC4515	G	188.27071	16.26553	12.65	V	1.35	1.06	6	
NGC4516	G	188.28142	14.57494	13.53	B	1.75	0.97	175	
NGC4517	G	188.18996	0.11503	10.48	V	9.02	1.42	84	
NGC4517A	G	188.11729	0.38967	12.24	V	2.05	0.98	30	
NGC4518	G	188.29900	7.85164	14.53	B	1.18	0.58	179	
NGC4519	G	188.37604	8.65475	12.00	V	2.33	1.77	147	
NGC4519A	G	188.35296	8.69075	15.71	B	0.58	0.30	45	
NGC4520	G	188.45792	-7.37556	14.65	B	0.79	0.46	98	
NGC4522	G	188.41546	9.17503	12.93	B	3.51	0.91	34	
NGC4523	G	188.45000	15.16831	13.61	V	1.24	1.15	0	
NGC4524	G	188.47663	-12.02761	14.23	B	1.25	0.70	80	
NGC4525	G	188.46308	30.27747	12.98	B	2.00	1.03	53	
NGC4526	G	188.51288	7.69953	9.59	V	9.64	3.32	113	
NGC4527	G	188.53508	2.65367	10.50	V	6.30	1.72	69	
NGC4528	G	188.52529	11.32125	11.97	V	1.60	0.86	5	
NGC4529	G	188.21521	20.18350	15.09	B	1.11	0.25	98	
NGC4531	G	188.56621	13.07533	12.36	B	3.03	1.97	155	
NGC4532	G	188.58054	6.46769	11.92	V	2.49	0.88	161	
NGC4533	G	188.59175	2.32536	14.25	B	1.82	0.43	165	
NGC4534	G	188.52258	35.51833	13.15	B	2.78	1.64	120	
NGC4535	G	188.58463	8.19775	9.89	V	8.15	7.48	27	
NGC4536	G	188.61271	2.18814	10.48	V	7.08	2.55	121	
NGC4537	G	188.70379	50.80517	15.20	B	1.34	0.76	21	
NGC4538	G	188.67042	3.32367	14.55	B	0.71	0.40	80	
NGC4539	G	188.64475	18.20269	12.05	V	2.74	1.08	94	
NGC4540	G	188.71196	15.55172	12.31	B	2.19	1.83	43	
NGC4541	G	188.79442	-0.22114	13.94	B	1.63	0.64	91	
NGC4543	G	188.83433	6.11508	14.27	B	1.02	0.63	178	
NGC4544	G	188.90238	3.03453	13.84	B	1.93	0.60	163	
NGC4545	G	188.64229	63.52506	13.14	B	2.43	1.37	9	
NGC4546	G	188.87296	-3.79319	10.57	V	3.16	1.76	90	
NGC4547	G	188.71600	58.91678	15.01	B	1.19	0.92	38	
NGC4548	G	188.86021	14.49633	10.96	V	5.55	4.52	150	M91
NGC4549	G	188.83863	58.94967	15.95	B	0.60	0.27	100	
NGC4550	G	188.87742	12.22083	12.03	V	3.16	0.71	179	
NGC4551	G	188.90813	12.26397	11.98	V	1.71	1.26	67	
NGC4552	G	188.91587	12.55633	10.08	V	8.13	8.00	150	M89
NGC4553	G	189.03167	-39.43867	12.20	V	2.59	1.34	175	
NGC4555	G	188.92158	26.52311	13.40	B	1.40	1.04	121	
NGC4556	G	188.94108	26.90889	14.24	B	1.31	0.87	81	
NGC4557	Other	188.95725	27.05378						
NGC4558	G	188.96938	26.99214	14.93	B	0.73	0.31	95	
NGC4559	G	188.99021	27.96000	9.92	V	10.57	4.82	148	
NGC4559A	G	189.22267	27.86203	14.49	V	0.40	0.21	133	
NGC4559B	G	189.22471	27.74911	15.33	B	0.62	0.25	3	
NGC4559C	HII	188.96717	27.93208						
NGC4561	G	189.03417	19.32292	12.61	V	1.32	1.12	61	
NGC4562	G	188.89500	25.85000	14.37	B	1.93	0.64	49	
NGC4563	G	189.05367	26.94144	15.55	B	0.56	0.40	106	
